Num	Promoter
233	507407
234	510635
235	510798
236	512926
237	512964
238	515048
239	515117
240	518389
241	518614
242	519178
243	531501
244	531627
245	544089
246	552365
247	553780
248	553801
249	557003
250	565303
251	576082
252	576093
253	577166
254	578143
255	581992
256	582039
257	582820
258	584886
259	594683
260	601153
261	603907
262	604675
263	605424
264	606630
265	611861
266	629080
267	632745
268	632781
269	637853
270	637914
271	638003
272	638105
273	641125
274	641148
275	644256
276	644493
277	656439
278	656473
279	657188
280	657220
281	658097
282	659513
283	661534
284	664554
285	668294
286	674067
287	674198
288	674217
289	687109
290	694214
291	694236
292	694241
293	698444
294	701230
295	702928
296	703064
297	705287
298	710051
299	710744
300	711173
301	712075
302	712222
303	723632
304	723961
305	728060
306	728296
307	732683
308	738204
309	741891
310	741938
311	754018
312	754179
313	757822
314	765121
315	770394
316	770593
317	773935
318	776935
319	779735
320	781227
321	781831
322	784684
323	784816
324	786892
325	791308
326	793036
327	793804
328	793872
329	794286
330	797507
331	797680
332	797779
333	806546
334	807151
335	808512
336	808525
337	815893
338	816138
339	819082
340	819097
341	819905
342	820773
343	823746
344	823825
345	829893
346	830007
347	831852
348	832279
349	835542
350	837775
351	841310
352	841536
353	847420
354	848173
355	849352
356	849436
357	849641
358	852269
359	852361
360	855022
361	855157
362	859687
363	862838
364	865678
365	865722
366	865757
367	877291
368	877441
369	877946
370	879741
371	879842
372	879929
373	882727
374	882794
375	886587
376	886625
377	887280
378	889176
379	889215
380	890002
381	890035
382	890116
383	892860
384	897718
385	899848
386	903065
387	903741
388	903744
389	903783
390	910298
391	913360
392	913860
393	914117
394	915453
395	915455
396	917961
397	918080
398	918347
399	921900
400	922055
401	922302
402	925232
403	925701
404	925907
405	927109
406	930220
407	931300
408	931552
409	938472
410	940111
411	944838
412	945085
413	946094
414	948868
415	948880
416	950385
417	953714
418	953725
419	955880
420	955960
421	956802
422	960304
423	960387
424	960942
425	961086
426	965819
427	969868
428	970951
429	972702
430	972732
431	973120
432	980155
433	982245
434	984966
435	986314
436	986499
437	988266
438	988366
439	989636
440	989739
441	1000214
442	1003962
443	1005036
444	1006544
445	1006847
446	1006896
447	1014874
448	1015719
449	1016572
450	1017068
451	1017546
452	1017683
453	1019409
454	1019525
455	1020171
456	1020307
457	1023603
458	1023665
459	1026263
460	1026972
461	1027057
462	1027151
463	1028088
464	1029186
465	1029221
466	1029914
467	1030676
468	1030940
469	1049925
470	1050529
471	1051170
472	1051219
473	1057206
474	1063051
475	1063055
476	1064783
477	1067122
478	1067243
479	1073322
480	1078144
481	1078393
482	1078435
483	1080521
484	1084089
485	1084133
486	1084165
487	1092064
488	1096901
489	1096982
490	1102565
491	1103150
492	1103460
493	1108345
494	1108501
495	1113435
496	1115995
497	1119831
498	1120251
499	1120729
500	1121867
501	1123303
502	1124746
503	1143951
504	1143984
505	1144064
506	1144096
507	1145814
508	1145873
509	1145923
510	1148331
511	1150277
512	1150800
513	1152505
514	1156474
515	1156850
516	1156966
517	1157080
518	1161049
519	1164168
520	1165250
521	1168084
522	1173214
523	1174624
524	1177234
525	1184883
526	1184962
527	1187488
528	1189730
529	1191910
530	1193024
531	1194150
532	1194169
533	1194185
534	1194232
535	1197500
536	1197892
537	1200692
538	1201407
539	1202183
540	1203044
541	1209553
542	1212504
543	1213335
544	1214510
545	1214976
546	1218098
547	1222319
548	1222489
549	1225362
550	1225612
551	1225677
552	1226728
553	1226746
554	1228021
555	1229688
556	1229963
557	1232278
558	1233987
559	1234129
560	1236507
561	1236733
562	1242352
563	1243902
564	1246644
565	1250129
566	1250230
567	1257764
568	1257962
569	1261399
570	1262535
571	1262748
572	1262757
573	1262899
574	1266405
575	1270714
576	1271118
577	1271319
578	1272971
579	1273108
580	1277076
581	1286888
582	1287977
583	1288330
584	1288399
585	1289407
586	1290528
587	1292180
588	1292717
589	1297635
590	1297890
591	1298014
592	1298696
593	1306695
594	1306788
595	1308372
596	1308915
597	1309082
598	1311721
599	1311895
600	1313451
601	1314115
602	1321213
603	1321368
604	1321790
605	1324817
606	1327250
607	1327276
608	1328737
609	1328814
610	1328905
611	1331786
612	1332949
613	1333103
614	1333115
615	1333806
616	1337213
617	1337257
618	1337334
619	1338211
620	1339895
621	1341392
622	1342329
623	1342660
624	1343130
625	1344866
626	1346964
627	1347152
628	1348076
629	1349144
630	1355435
631	1355722
632	1358990
633	1359077
634	1365967
635	1366064
636	1367687
637	1381943
638	1382012
639	1386867
640	1388646
641	1389677
642	1389921
643	1391221
644	1393996
645	1395354
646	1396682
647	1397575
648	1403774
649	1403835
650	1403979
651	1405892
652	1405986
653	1406052
654	1410476
655	1418264
656	1421745
657	1424996
658	1432551
659	1433664
660	1433714
661	1438795
662	1438868
663	1439048
664	1439800
665	1440974
666	1440988
667	1445368
668	1445372
669	1446701
670	1461535
671	1472214
672	1480927
673	1481039
674	1485192
675	1486216
676	1488776
677	1488901
678	1490144
679	1490328
680	1493139
681	1493169
682	1493290
683	1494794
684	1498494
685	1498508
686	1500453
687	1504781
688	1507161
689	1507300
690	1509621
691	1515241
692	1515637
693	1516884
694	1516899
695	1517024
696	1518159
697	1521219
698	1524117
699	1524261
700	1531017
701	1531898
702	1532024
703	1533901
704	1542169
705	1545230
706	1550735
707	1551922
708	1553762
709	1554071
710	1554362
711	1554622
712	1561219
713	1565318
714	1566873
715	1570096
716	1590503
717	1599447
718	1599455
719	1609942
720	1612750
721	1616963
722	1617118
723	1619547
724	1620612
725	1620937
726	1621900
727	1622549
728	1622582
729	1625499
730	1625516
731	1626351
732	1635869
733	1639738
734	1639856
735	1640445
736	1640888
737	1643002
738	1643924
739	1644171
740	1645142
741	1645956
742	1650993
743	1653703
744	1653730
745	1653734
746	1655567
747	1655730
748	1657261
749	1657330
750	1662191
751	1663835
752	1667964
753	1669156
754	1669923
755	1669941
756	1671801
757	1676031
758	1676041
759	1676395
760	1678786
761	1680083
762	1682258
763	1686470
764	1686576
765	1687819
766	1695097
767	1696145
768	1697339
769	1697509
770	1702354
771	1702537
772	1703242
773	1703364
774	1703769
775	1710910
776	1712377
777	1716057
778	1717716
779	1717776
780	1717856
781	1718919
782	1719315
783	1719359
784	1722703
785	1723678
786	1723968
787	1724048
788	1732212
789	1732406
790	1733350
791	1735608
792	1735713
793	1737905
794	1739226
795	1741401
796	1741479
797	1741527
798	1744187
799	1744439
800	1744698
801	1745116
802	1753188
803	1753494
804	1753625
805	1755408
806	1755418
807	1756887
808	1762523
809	1762792
810	1763168
811	1766761
812	1766937
813	1767037
814	1772596
815	1777639
816	1785184
817	1785446
818	1786409
819	1789277
820	1790179
821	1790782
822	1792166
823	1793200
824	1793744
825	1794114
826	1797143
827	1797325
828	1798842
829	1800755
830	1804193
831	1804377
832	1805400
833	1807304
834	1807345
835	1807349
836	1808907
837	1811838
838	1811880
839	1819749
840	1819771
841	1820306
842	1820453
843	1823218
844	1823341
845	1823712
846	1830057
847	1830062
848	1831939
849	1839433
850	1840330
851	1846725
852	1846817
853	1848862
854	1852909
855	1860488
856	1860551
857	1860622
858	1864529
859	1864729
860	1864772
861	1869996
862	1873603
863	1874762
864	1874902
865	1875692
866	1876807
867	1877321
868	1879872
869	1887830
870	1888583
871	1889318
872	1891278
873	1891306
874	1891361
875	1891890
876	1892042
877	1892782
878	1893272
879	1893674
880	1894788
881	1896408
882	1899795
883	1899958
884	1903487
885	1905641
886	1905817
887	1906590
888	1906815
889	1906925
890	1908162
891	1911105
892	1913606
893	1914189
894	1914259
895	1918221
896	1919752
897	1920122
898	1921089
899	1921229
900	1923088
901	1923111
902	1926744
903	1927781
904	1928439
905	1928800
906	1928882
907	1931129
908	1932711
909	1934396
910	1934907
911	1935182
912	1938251
913	1940615
914	1940638
915	1940659
916	1943474
917	1944031
918	1944117
919	1948735
920	1948797
921	1948844
922	1950261
923	1956770
924	1958005
925	1958028
926	1960389
927	1976418
928	1977745
929	1980463
930	1981920
931	1984332
932	1984772
933	1984822
934	1986025
935	1986678
936	1986707
937	1987524
938	1987680
939	1990206
940	1993426
941	1993793
942	1994905
943	1997531
944	1998491
945	2004157
946	2006143
947	2006265
948	2007827
949	2022865
950	2022952
951	2023333
952	2027412
953	2030364
954	2031440
955	2032050
956	2033656
957	2033805
958	2036846
959	2036963
960	2037437
961	2039352
962	2039365
963	2040840
964	2041440
965	2041589
966	2041629
967	2041633
968	2051591
969	2054823
970	2056136
971	2057713
972	2057866
973	2058963
974	2060253
975	2061388
976	2063870
977	2064010
978	2066009
979	2066205
980	2066506
981	2068269
982	2076379
983	2077697
984	2077852
985	2079349
986	2080748
987	2083575
988	2085260
989	2086512
990	2087756
991	2087990
992	2096354
993	2099348
994	2111256
995	2112375
996	2135847
997	2135888
998	2140302
999	2141027
1000	2141257
1001	2145677
1002	2151336
1003	2151671
1004	2152028
1005	2162271
1006	2163157
1007	2163301
1008	2165138
1009	2165571
1010	2166370
1011	2166710
1012	2175255
1013	2176651
1014	2183472
1015	2183831
1016	2183889
1017	2184885
1018	2184936
1019	2190864
1020	2190899
1021	2192221
1022	2192292
1023	2212693
1024	2212863
1025	2213660
1026	2217544
1027	2220161
1028	2220177
1029	2222962
1030	2223685
1031	2223800
1032	2225319
1033	2226981
1034	2228482
1035	2228518
1036	2229216
1037	2229689
1038	2231997
1039	2238588
1040	2239731
1041	2241782
1042	2241820
1043	2241904
1044	2244952
1045	2246581
1046	2246659
1047	2247562
1048	2247989
1049	2248002
1050	2260462
1051	2261616
1052	2263049
1053	2264249
1054	2265820
1055	2267833
1056	2270336
1057	2271923
1058	2276419
1059	2276487
1060	2276510
1061	2278565
1062	2280463
1063	2281986
1064	2281989
1065	2284228
1066	2288387
1067	2290247
1068	2301599
1069	2301883
1070	2302042
1071	2304827
1072	2306689
1073	2310849
1074	2311107
1075	2311161
1076	2311440
1077	2313642
1078	2318150
1079	2319134
1080	2325524
1081	2337479
1082	2337562
1083	2342781
1084	2345087
1085	2347544
1086	2350472
1087	2350631
1088	2355575
1089	2361676
1090	2362467
1091	2363708
1092	2363836
1093	2370293
1094	2371593
1095	2375024
1096	2378686
1097	2379074
1098	2379584
1099	2379605
1100	2380465
1101	2383427
1102	2403399
1103	2403463
1104	2403835
1105	2403849
1106	2404841
1107	2405532
1108	2409400
1109	2410667
1110	2411270
1111	2411776
1112	2418531
1113	2418615
1114	2419322
1115	2424858
1116	2425959
1117	2428820
1118	2430039
1119	2430054
1120	2431997
1121	2432294
1122	2433345
1123	2434913
1124	2435910
1125	2435932
1126	2439662
1127	2439762
1128	2446472
1129	2446493
1130	2447737
1131	2448062
1132	2454937
1133	2458530
1134	2458846
1135	2459228
1136	2459284
1137	2463106
1138	2463156
1139	2463234
1140	2463297
1141	2464327
1142	2465330
1143	2468749
1144	2468754
1145	2474296
1146	2481653
1147	2486314
1148	2493355
1149	2493516
1150	2494798
1151	2496377
1152	2497916
1153	2507478
1154	2507953
1155	2508984
1156	2510874
1157	2511032
1158	2515988
1159	2516277
1160	2516430
1161	2518794
1162	2518805
1163	2518943
1164	2520586
1165	2523352
1166	2523618
1167	2524949
1168	2529447
1169	2529573
1170	2530366
1171	2531624
1172	2533475
1173	2533633
1174	2535330
1175	2535340
1176	2535613
1177	2541579
1178	2542692
1179	2543669
1180	2543696
1181	2550184
1182	2550268
1183	2555335
1184	2556832
1185	2556859
1186	2561603
1187	2562029
1188	2576520
1189	2576541
1190	2576815
1191	2583591
1192	2588915
1193	2588991
1194	2594785
1195	2595803
1196	2597805
1197	2597902
1198	2613843
1199	2613937
1200	2614049
1201	2618930
1202	2619053
1203	2619176
1204	2621000
1205	2627275
1206	2627807
1207	2628344
1208	2632128
1209	2632220
1210	2638663
1211	2642935
1212	2650346
1213	2650491
1214	2651476
1215	2651558
1216	2651798
1217	2651860
1218	2651880
1219	2659789
1220	2660221
1221	2661368
1222	2661373
1223	2661428
1224	2663437
1225	2666989
1226	2671344
1227	2683593
1228	2683820
1229	2689144
1230	2689362
1231	2693610
1232	2696443
1233	2696613
1234	2696730
1235	2698397
1236	2698543
1237	2699834
1238	2704995
1239	2705130
1240	2708110
1241	2708251
1242	2708359
1243	2708415
1244	2710823
1245	2710901
1246	2713701
1247	2713811
1248	2714542
1249	2714709
1250	2716575
1251	2716688
1252	2716707
1253	2717954
1254	2720140
1255	2723832
1256	2723858
1257	2729355
1258	2729470
1259	2732316
1260	2733983
1261	2734093
1262	2734995
1263	2735112
1264	2735147
1265	2735603
1266	2739222
1267	2739371
1268	2739845
1269	2744275
1270	2745875
1271	2748732
1272	2748767
1273	2748788
1274	2751491
1275	2752769
1276	2752855
1277	2753608
1278	2754156
1279	2756679
1280	2763486
1281	2763503
1282	2763919
1283	2764660
1284	2765415
1285	2765476
1286	2770027
1287	2771238
1288	2771309
1289	2773667
1290	2779622
1291	2786888
1292	2786950
1293	2788933
1294	2794834
1295	2795106
1296	2795126
1297	2796578
1298	2798113
1299	2798143
1300	2798679
1301	2800958
1302	2802772
1303	2807592
1304	2812825
1305	2813087
1306	2814684
1307	2814896
1308	2816722
1309	2817294
1310	2820111
1311	2821839
1312	2822380
1313	2822435
1314	2823628
1315	2823814
1316	2827011
1317	2830331
1318	2837307
1319	2850801
1320	2851496
1321	2855047
1322	2859277
1323	2859416
1324	2860457
1325	2866139
1326	2868640
1327	2870922
1328	2871409
1329	2874391
1330	2889984
1331	2890213
1332	2903463
1333	2907741
1334	2911851
1335	2912299
1336	2912783
1337	2912986
1338	2913050
1339	2922545
1340	2923334
1341	2923342
1342	2924295
1343	2926125
1344	2928907
1345	2929057
1346	2931244
1347	2936741
1348	2941214
1349	2941234
1350	2945232
1351	2945280
1352	2945405
1353	2947199
1354	2947206
1355	2961275
1356	2967008
1357	2967687
1358	2969261
1359	2969588
1360	2972581
1361	2974071
1362	2974210
1363	2974406
1364	2974592
1365	2976948
1366	2978731
1367	2980231
1368	2982208
1369	2983634
1370	2997090
1371	2998276
1372	3003868
1373	3013081
1374	3013241
1375	3023691
1376	3031064
1377	3034346
1378	3037818
1379	3037845
1380	3039284
1381	3039305
1382	3041214
1383	3041662
1384	3041675
1385	3048797
1386	3053494
1387	3053512
1388	3053782
1389	3053997
1390	3054874
1391	3056477
1392	3057374
1393	3057479
1394	3057752
1395	3065038
1396	3066148
1397	3066857
1398	3067893
1399	3071844
1400	3071964
1401	3072186
1402	3073251
1403	3079736
1404	3079870
1405	3084431
1406	3084590
1407	3086213
1408	3089131
1409	3089520
1410	3093084
1411	3101011
1412	3101123
1413	3101492
1414	3101997
1415	3103674
1416	3107280
1417	3107550
1418	3108325
1419	3109249
1420	3111970
1421	3117301
1422	3119008
1423	3126098
1424	3126226
1425	3136631
1426	3136723
1427	3139525
1428	3141024
1429	3144309
1430	3145788
1431	3145885
1432	3147517
1433	3147659
1434	3150037
1435	3150231
1436	3153211
1437	3153326
1438	3154551
1439	3156212
1440	3160727
1441	3160938
1442	3164042
1443	3165767
1444	3166583
1445	3167730
1446	3170527
1447	3171143
1448	3175050
1449	3175536
1450	3175889
1451	3176320
1452	3176375
1453	3177740
1454	3180447
1455	3182739
1456	3182821
1457	3182836
1458	3190025
1459	3192886
1460	3193261
1461	3197822
1462	3199058
1463	3199108
1464	3199889
1465	3202607
1466	3202658
1467	3202678
1468	3208669
1469	3208739
1470	3208806
1471	3210497
1472	3214528
1473	3217482
1474	3219276
1475	3219460
1476	3229647
1477	3233942
1478	3235305
1479	3236397
1480	3237886
1481	3239800
1482	3241632
1483	3242808
1484	3244647
1485	3245628
1486	3246911
1487	3249007
1488	3250286
1489	3252301
1490	3268614
1491	3273258
1492	3274995
1493	3276344
1494	3276345
1495	3276726
1496	3287927
1497	3291392
1498	3291590
1499	3296165
1500	3296931
1501	3296933
1502	3297957
1503	3299633
1504	3301454
1505	3303881
1506	3306720
1507	3309808
1508	3311057
1509	3316197
1510	3316219
1511	3316396
1512	3316583
1513	3318317
1514	3318394
1515	3320612
1516	3325782
1517	3326358
1518	3326873
1519	3326959
1520	3328704
1521	3328983
1522	3331535
1523	3331538
1524	3334685
1525	3338234
1526	3338265
1527	3346448
1528	3348600
1529	3351070
1530	3352084
1531	3352534
1532	3364973
1533	3365790
1534	3367876
1535	3372539
1536	3375587
1537	3376829
1538	3378080
1539	3378149
1540	3378676
1541	3382493
1542	3382700
1543	3384190
1544	3386966
1545	3390155
1546	3396369
1547	3399376
1548	3401253
1549	3401444
1550	3403162
1551	3405354
1552	3408269
1553	3410612
1554	3416941
1555	3421560
1556	3426961
1557	3427070
1558	3427234
1559	3429996
1560	3430624
1561	3431654
1562	3431673
1563	3436024
1564	3437149
1565	3437559
1566	3440586
1567	3446245
1568	3446474
1569	3451463
1570	3464769
1571	3465002
1572	3465021
1573	3472641
1574	3474528
1575	3474562
1576	3475489
1577	3475495
1578	3475547
1579	3476580
1580	3479241
1581	3479257
1582	3482000
1583	3483973
1584	3483976
1585	3488243
1586	3489669
1587	3490397
1588	3490543
1589	3492010
1590	3495493
1591	3495770
1592	3497463
1593	3502048
1594	3510388
1595	3514007
1596	3515620
1597	3517188
1598	3517402
1599	3520847
1600	3524253
1601	3524260
1602	3530702
1603	3534660
1604	3534971
1605	3538081
1606	3542896
1607	3543205
1608	3544428
1609	3550531
1610	3550761
1611	3556154
1612	3559882
1613	3559930
1614	3564026
1615	3572683
1616	3572960
1617	3575665
1618	3576834
1619	3576860
1620	3578851
1621	3579038
1622	3584876
1623	3584944
1624	3586368
1625	3590448
1626	3595767
1627	3597784
1628	3598885
1629	3599026
1630	3602351
1631	3602401
1632	3603631
1633	3603724
1634	3604465
1635	3607043
1636	3607144
1637	3607941
1638	3609781
1639	3609872
1640	3616561
1641	3617186
1642	3628951
1643	3635428
1644	3635459
1645	3635526
1646	3635602
1647	3637868
1648	3637961
1649	3638008
1650	3638862
1651	3643271
1652	3643348
1653	3646004
1654	3651972
1655	3654813
1656	3654984
1657	3655824
1658	3662644
1659	3662800
1660	3662888
1661	3663863
1662	3663873
1663	3665630
1664	3667573
1665	3667594
1666	3671355
1667	3672783
1668	3676402
1669	3677320
1670	3681520
1671	3683669
1672	3684225
1673	3684327
1674	3694375
1675	3694386
1676	3694421
1677	3698118
1678	3698160
1679	3705893
1680	3705911
1681	3706720
1682	3706874
1683	3708605
1684	3710766
1685	3711033
1686	3714524
1687	3714534
1688	3715311
1689	3717119
1690	3717455
1691	3717912
1692	3720573
1693	3722588
1694	3723376
1695	3723815
1696	3727986
1697	3728855
1698	3729093
1699	3730805
1700	3735263
1701	3737698
1702	3739861
1703	3740562
1704	3750015
1705	3754557
1706	3757964
1707	3759998
1708	3764113
1709	3769833
1710	3770213
1711	3774468
1712	3774659
1713	3774678
1714	3775313
1715	3779223
1716	3782990
1717	3783004
1718	3783076
1719	3785975
1720	3788898
1721	3790148
1722	3790693
1723	3791706
1724	3791777
1725	3803853
1726	3806261
1727	3806532
1728	3807433
1729	3809199
1730	3810018
1731	3810599
1732	3810725
1733	3813796
1734	3814602
1735	3814672
1736	3819410
1737	3820118
1738	3826944
1739	3827176
1740	3828455
1741	3834221
1742	3834246
1743	3836237
1744	3838038
1745	3841933
1746	3848767
1747	3851039
1748	3851279
1749	3851361
1750	3854419
1751	3854436
1752	3858277
1753	3864366
1754	3865540
1755	3865552
1756	3865632
1757	3867325
1758	3875518
1759	3878174
1760	3881903
1761	3881983
1762	3882138
1763	3882264
1764	3884775
1765	3886435
1766	3891744
1767	3891867
1768	3894661
1769	3902442
1770	3909591
1771	3912383
1772	3913243
1773	3920547
1774	3920628
1775	3921364
1776	3921731
1777	3923702
1778	3924499
1779	3925156
1780	3929127
1781	3929152
1782	3931350
1783	3931419
1784	3933993
1785	3939376
1786	3939537
1787	3939655
1788	3946053
1789	3946074
1790	3946339
1791	3946564
1792	3948314
1793	3955886
1794	3955940
1795	3957863
1796	3958002
1797	3958674
1798	3963397
1799	3963653
1800	3963674
1801	3967910
1802	3978847
1803	3980189
1804	3980386
1805	3984325
1806	3984456
1807	3988798
1808	3988961
1809	3988976
1810	3989023
1811	3992105
1812	3992515
1813	3999090
1814	4002738
1815	4002777
1816	4002801
1817	4007049
1818	4007095
1819	4007125
1820	4010877
1821	4010910
1822	4014023
1823	4014225
1824	4014248
1825	4015323
1826	4016852
1827	4019787
1828	4022836
1829	4022895
1830	4022996
1831	4023070
1832	4029035
1833	4029074
1834	4029154
1835	4032414
1836	4033260
1837	4033379
1838	4040071
1839	4040164
1840	4041276
1841	4044453
1842	4044649
1843	4047923
1844	4048816
1845	4048850
1846	4049060
1847	4049331
1848	4049347
1849	4051800
1850	4054548
1851	4056129
1852	4056242
1853	4056350
1854	4068562
1855	4071653
1856	4072669
1857	4077735
1858	4079383
1859	4083962
1860	4083984
1861	4091032
1862	4092180
1863	4098783
1864	4099647
1865	4100810
1866	4103708
1867	4103809
1868	4103983
1869	4104056
1870	4104473
1871	4104886
1872	4105069
1873	4106829
1874	4107901
1875	4109592
1876	4110201
1877	4110259
1878	4110369
1879	4110952
1880	4112519
1881	4114887
1882	4115630
1883	4116183
1884	4116451
1885	4117378
1886	4120312
1887	4122532
1888	4124878
1889	4124935
1890	4126552
1891	4126579
1892	4126659
1893	4130574
1894	4131769
1895	4131789
1896	4148377
1897	4151210
1898	4152907
1899	4152922
1900	4153217
1901	4156480
1902	4158844
1903	4158869
1904	4159080
1905	4159103
1906	4159482
1907	4160946
1908	4161304
1909	4161423
1910	4164388
1911	4164507
1912	4170058
1913	4173129
1914	4173405
1915	4175201
1916	4176378
1917	4177647
1918	4188340
1919	4188509
1920	4188662
1921	4194323
1922	4194709
1923	4194884
1924	4194975
1925	4198200
1926	4205592
1927	4205883
1928	4205996
1929	4211241
1930	4212257
1931	4212435
1932	4213428
1933	4221675
1934	4221808
1935	4225622
1936	4228301
1937	4228359
1938	4231228
1939	4231355
1940	4231543
1941	4238324
1942	4244487
1943	4244761
1944	4248581
1945	4250506
1946	4254377
1947	4254481
1948	4254621
1949	4257203
1950	4258053
1951	4259615
1952	4262306
1953	4262326
1954	4265106
1955	4267385
1956	4268032
1957	4271955
1958	4272107
1959	4272122
1960	4273427
1961	4275445
1962	4275470
1963	4276123
1964	4276342
1965	4277940
1966	4285306
1967	4285413
1968	4292397
1969	4295171
1970	4311041
1971	4311282
1972	4311922
1973	4323788
1974	4324856
1975	4328431
1976	4332313
1977	4336019
1978	4339667
1979	4339911
1980	4347282
1981	4349837
1982	4352758
1983	4361352
1984	4363413
1985	4364855
1986	4364917
1987	4366454
1988	4366627
1989	4368477
1990	4368640
1991	4370787
1992	4373589
1993	4373679
1994	4373725
1995	4374048
1996	4374534
1997	4375770
1998	4380437
1999	4380502
2000	4380523
2001	4380641
2002	4389552
2003	4389611
2004	4390243
2005	4390333
2006	4391701
2007	4392114
2008	4393202
2009	4395124
2010	4396857
2011	4397076
2012	4397825
2013	4402689
2014	4404192
2015	4412273
2016	4414786
2017	4414891
2018	4414916
2019	4416950
2020	4417661
2021	4422865
2022	4423049
2023	4424000
2024	4426765
2025	4426926
2026	4426931
2027	4427753
2028	4427804
2029	4431140
2030	4432074
2031	4432107
2032	4434588
2033	4434652
2034	4437158
2035	4437332
2036	4437535
2037	4438821
2038	4440278
2039	4440285
2040	4446454
2041	4446465
2042	4447709
2043	4447939
2044	4453668
2045	4453784
2046	4453812
2047	4455968
2048	4455972
2049	4460768
2050	4464232
2051	4465366
2052	4465386
2053	4468966
2054	4470573
2055	4471344
2056	4472163
2057	4472860
2058	4476366
2059	4476469
2060	4477591
2061	4483219
2062	4483978
2063	4484084
2064	4484132
2065	4484160
2066	4488105
2067	4492457
2068	4492621
2069	4494255
2070	4494407
2071	4494598
2072	4498527
2073	4499862
2074	4501745
2075	4518423
2076	4523992
2077	4526000
2078	4529708
2079	4530361
2080	4536925
2081	4538710
2082	4539897
2083	4541018
2084	4549545
2085	4552504
2086	4554600
2087	4554879
2088	4557668
2089	4569664
2090	4570184
2091	4577383
2092	4577872
2093	4584503
2094	4584833
2095	4593887
2096	4597515
2097	4599579
2098	4603715
2099	4604456
2100	4605744
2101	4605803
2102	4606413
2103	4607405
2104	4609177
2105	4609325
2106	4610406
2107	4614204
2108	4619773
2109	4622833
2110	4622850
2111	4625327
2112	4628586
2113	4628711
2114	4631692
2115	4631794
2116	4633249
2117	4633375
2118	4633501
2119	4638609
2120	4638618
2121	4638825
2122	4638838
