id	start	stop	strand	pos_1	gene	orientation	total_reads
TSS_Storz_rich.exponential_87	31586	31586	-	31586	carB	intragenic/antisense	NA
TSS_Storz_rich.exponential_88	34045	34045	+	34045	caiF	upstream/sense	NA
TSS_Storz_rich.exponential_89	34756	34756	+	34756	caiE	downstream/antisense	NA
TSS_Storz_rich.exponential_90	34913	34913	-	34913	caiE	intragenic/sense	NA
TSS_Storz_rich.exponential_91	36161	36161	+	36161	caiD	intragenic/antisense	NA
TSS_Storz_rich.exponential_92	37479	37479	+	37479	caiC	intragenic/antisense	NA
TSS_Storz_rich.exponential_93	39939	39939	-	39939	caiA	intragenic/sense	NA
TSS_Storz_rich.exponential_94	40935	40935	-	40935	caiT	intragenic/sense	NA
TSS_Storz_rich.exponential_95	41748	41748	-	41748	caiT	intragenic/sense	NA
TSS_Storz_rich.exponential_96	42510	42510	+	42510	fixA	intragenic/sense	NA
TSS_Storz_rich.exponential_97	44061	44061	+	44061	fixC	upstream/sense	NA
TSS_Storz_rich.exponential_98	44061	44061	+	44061	fixB	intragenic/sense	NA
TSS_Storz_rich.exponential_99	45860	45860	+	45860	yaaU	intragenic/sense	NA
TSS_Storz_rich.exponential_100	46052	46052	+	46052	yaaU	intragenic/sense	NA
TSS_Storz_rich.exponential_101	46141	46141	-	46141	yaaU	intragenic/antisense	NA
TSS_Storz_rich.exponential_102	47965	47965	-	47965	kefC	intragenic/antisense	NA
TSS_Storz_rich.exponential_103	49238	49238	-	49238	kefC	intragenic/antisense	NA
TSS_Storz_rich.exponential_104	50322	50322	+	50322	apaH	downstream/antisense	NA
TSS_Storz_rich.exponential_105	50459	50459	-	50459	apaH	intragenic/sense	NA
TSS_Storz_rich.exponential_106	50477	50477	+	50477	apaH	intragenic/antisense	NA
TSS_Storz_rich.exponential_107	50556	50556	-	50556	apaH	intragenic/sense	NA
TSS_Storz_rich.exponential_108	51949	51949	-	51949	rsmA	intragenic/sense	NA
TSS_Storz_rich.exponential_109	52034	52034	-	52034	rsmA	intragenic/sense	NA
TSS_Storz_rich.exponential_110	52587	52587	-	52587	rsmA	upstream/sense	NA
TSS_Storz_rich.exponential_111	52587	52587	-	52587	pdxA	intragenic/sense	NA
TSS_Storz_rich.exponential_112	53139	53139	+	53139	pdxA	intragenic/antisense	NA
TSS_Storz_rich.exponential_113	53824	53824	-	53824	surA	intragenic/sense	NA
TSS_Storz_rich.exponential_114	53905	53905	+	53905	surA	intragenic/antisense	NA
TSS_Storz_rich.exponential_115	54788	54788	+	54788	lptD	intragenic/antisense	NA
TSS_Storz_rich.exponential_116	54788	54788	+	54788	surA	upstream/antisense	NA
TSS_Storz_rich.exponential_117	55337	55337	+	55337	lptD	intragenic/antisense	NA
TSS_Storz_rich.exponential_118	55889	55889	+	55889	lptD	intragenic/antisense	NA
TSS_Storz_rich.exponential_119	56888	56888	+	56888	lptD	intragenic/antisense	NA
TSS_Storz_rich.exponential_120	57150	57150	+	57150	djlA	upstream/sense	NA
TSS_Storz_rich.exponential_121	57150	57150	+	57150	lptD	upstream/antisense	NA
TSS_Storz_rich.exponential_122	57156	57156	-	57156	lptD	upstream/sense	NA
TSS_Storz_rich.exponential_123	57241	57241	-	57241	lptD	upstream/sense	NA
TSS_Storz_rich.exponential_124	57253	57253	-	57253	lptD	upstream/sense	NA
TSS_Storz_rich.exponential_125	57261	57261	+	57261	djlA	upstream/sense	NA
TSS_Storz_rich.exponential_126	57492	57492	+	57492	djlA	intragenic/sense	NA
TSS_Storz_rich.exponential_127	58358	58358	-	58358	NA	NA	NA
TSS_Storz_rich.exponential_128	58726	58726	-	58726	yabP	intragenic/antisense	NA
TSS_Storz_rich.exponential_129	58734	58734	-	58734	yabP	intragenic/antisense	NA
TSS_Storz_rich.exponential_130	58744	58744	-	58744	yabP	intragenic/antisense	NA
TSS_Storz_rich.exponential_131	58773	58773	+	58773	yabP	intragenic/sense	NA
TSS_Storz_rich.exponential_132	58890	58890	+	58890	yabP	intragenic/sense	NA
TSS_Storz_rich.exponential_133	59055	59055	+	59055	yabP	intragenic/sense	NA
TSS_Storz_rich.exponential_134	61281	61281	+	61281	rapA	intragenic/antisense	NA
TSS_Storz_rich.exponential_135	61477	61477	+	61477	rapA	intragenic/antisense	NA
TSS_Storz_rich.exponential_136	62659	62659	+	62659	rapA	intragenic/antisense	NA
TSS_Storz_rich.exponential_137	63074	63074	-	63074	rapA	intragenic/sense	NA
TSS_Storz_rich.exponential_138	63181	63181	+	63181	rapA	intragenic/antisense	NA
TSS_Storz_rich.exponential_139	63245	63245	-	63245	rapA	intragenic/sense	NA
TSS_Storz_rich.exponential_140	63357	63357	-	63357	rapA	upstream/sense	NA
TSS_Storz_rich.exponential_141	63450	63450	-	63450	polB	intragenic/sense	NA
TSS_Storz_rich.exponential_142	63450	63450	-	63450	rapA	upstream/sense	NA
TSS_Storz_rich.exponential_143	63588	63588	-	63588	polB	intragenic/sense	NA
TSS_Storz_rich.exponential_144	64188	64188	+	64188	polB	intragenic/antisense	NA
TSS_Storz_rich.exponential_145	64514	64514	-	64514	polB	intragenic/sense	NA
TSS_Storz_rich.exponential_146	64720	64720	-	64720	polB	intragenic/sense	NA
TSS_Storz_rich.exponential_147	64745	64745	+	64745	polB	intragenic/antisense	NA
TSS_Storz_rich.exponential_148	65803	65803	-	65803	polB	upstream/sense	NA
TSS_Storz_rich.exponential_149	65946	65946	-	65946	polB	upstream/sense	NA
TSS_Storz_rich.exponential_150	65946	65946	-	65946	araD	intragenic/sense	NA
TSS_Storz_rich.exponential_151	66557	66557	+	66557	araD	upstream/antisense	NA
TSS_Storz_rich.exponential_152	66588	66588	+	66588	araD	upstream/antisense	NA
TSS_Storz_rich.exponential_153	66867	66867	+	66867	araA	intragenic/antisense	NA
TSS_Storz_rich.exponential_154	67171	67171	+	67171	araA	intragenic/antisense	NA
TSS_Storz_rich.exponential_155	67616	67616	-	67616	araA	intragenic/sense	NA
TSS_Storz_rich.exponential_156	70221	70221	+	70221	araC	upstream/sense	NA
TSS_Storz_rich.exponential_157	70387	70387	+	70387	araC	upstream/sense	NA
TSS_Storz_rich.exponential_158	70531	70531	+	70531	araC	intragenic/sense	NA
TSS_Storz_rich.exponential_159	71292	71292	+	71292	yabI	upstream/sense	NA
TSS_Storz_rich.exponential_160	71329	71329	+	71329	yabI	upstream/sense	NA
TSS_Storz_rich.exponential_161	71795	71795	+	71795	yabI	intragenic/sense	NA
TSS_Storz_rich.exponential_162	72227	72227	-	72227	NA	NA	NA
TSS_Storz_rich.exponential_163	75608	75608	-	75608	thiB	upstream/sense	NA
TSS_Storz_rich.exponential_164	76047	76047	+	76047	sgrR	intragenic/antisense	NA
TSS_Storz_rich.exponential_165	77367	77367	+	77367	sgrS	upstream/sense	NA
TSS_Storz_rich.exponential_166	77367	77367	+	77367	sgrR	upstream/antisense	NA
TSS_Storz_rich.exponential_167	77403	77403	-	77403	sgrT	intragenic/antisense	NA
TSS_Storz_rich.exponential_168	77403	77403	-	77403	sgrR	upstream/sense	NA
TSS_Storz_rich.exponential_169	77403	77403	-	77403	sgrS	intragenic/antisense	NA
TSS_Storz_rich.exponential_170	77565	77565	-	77565	sgrS	intragenic/antisense	NA
TSS_Storz_rich.exponential_171	77565	77565	-	77565	sgrT	downstream/antisense	NA
TSS_Storz_rich.exponential_172	77565	77565	-	77565	setA	upstream/antisense	NA
TSS_Storz_rich.exponential_173	77910	77910	+	77910	setA	intragenic/sense	NA
TSS_Storz_rich.exponential_174	77915	77915	+	77915	setA	intragenic/sense	NA
TSS_Storz_rich.exponential_175	78203	78203	+	78203	setA	intragenic/sense	NA
TSS_Storz_rich.exponential_176	78332	78332	+	78332	setA	intragenic/sense	NA
TSS_Storz_rich.exponential_177	78491	78491	-	78491	setA	intragenic/antisense	NA
TSS_Storz_rich.exponential_178	78612	78612	+	78612	setA	intragenic/sense	NA
TSS_Storz_rich.exponential_179	80331	80331	+	80331	leuC	intragenic/antisense	NA
TSS_Storz_rich.exponential_180	82645	82645	+	82645	leuA	intragenic/antisense	NA
TSS_Storz_rich.exponential_181	83735	83735	-	83735	leuL	upstream/sense	NA
TSS_Storz_rich.exponential_182	83894	83894	-	83894	leuL	upstream/sense	NA
TSS_Storz_rich.exponential_183	84300	84300	+	84300	leuO	upstream/sense	NA
TSS_Storz_rich.exponential_184	84304	84304	+	84304	leuO	upstream/sense	NA
TSS_Storz_rich.exponential_185	85192	85192	+	85192	leuO	intragenic/sense	NA
TSS_Storz_rich.exponential_186	85537	85537	+	85537	ilvI	upstream/sense	NA
TSS_Storz_rich.exponential_187	85756	85756	+	85756	ilvI	intragenic/sense	NA
TSS_Storz_rich.exponential_188	86713	86713	-	86713	ilvI	intragenic/antisense	NA
TSS_Storz_rich.exponential_189	87347	87347	-	87347	ilvI	intragenic/antisense	NA
TSS_Storz_rich.exponential_190	87347	87347	-	87347	ilvH	upstream/antisense	NA
TSS_Storz_rich.exponential_191	87733	87733	+	87733	cra	upstream/sense	NA
TSS_Storz_rich.exponential_192	87733	87733	+	87733	ilvH	intragenic/sense	NA
TSS_Storz_rich.exponential_193	87847	87847	+	87847	ilvH	intragenic/sense	NA
TSS_Storz_rich.exponential_194	87847	87847	+	87847	cra	upstream/sense	NA
TSS_Storz_rich.exponential_195	89361	89361	+	89361	mraZ	upstream/sense	NA
TSS_Storz_rich.exponential_196	89370	89370	-	89370	NA	NA	NA
TSS_Storz_rich.exponential_197	89590	89590	+	89590	mraZ	upstream/sense	NA
TSS_Storz_rich.exponential_198	90828	90828	-	90828	rsmH	intragenic/antisense	NA
TSS_Storz_rich.exponential_199	92250	92250	-	92250	ftsI	intragenic/antisense	NA
TSS_Storz_rich.exponential_200	92677	92677	-	92677	ftsI	intragenic/antisense	NA
TSS_Storz_rich.exponential_201	94564	94564	-	94564	murF	upstream/antisense	NA
TSS_Storz_rich.exponential_202	94564	94564	-	94564	murE	intragenic/antisense	NA
TSS_Storz_rich.exponential_203	97215	97215	-	97215	murD	intragenic/antisense	NA
TSS_Storz_rich.exponential_204	97337	97337	+	97337	murD	intragenic/sense	NA
TSS_Storz_rich.exponential_205	98594	98594	+	98594	ftsW	intragenic/sense	NA
TSS_Storz_rich.exponential_206	99370	99370	+	99370	murG	upstream/sense	NA
TSS_Storz_rich.exponential_207	99370	99370	+	99370	ftsW	intragenic/sense	NA
TSS_Storz_rich.exponential_208	100883	100883	-	100883	murC	intragenic/antisense	NA
TSS_Storz_rich.exponential_209	102454	102454	+	102454	ddlB	intragenic/sense	NA
TSS_Storz_rich.exponential_210	102533	102533	+	102533	ddlB	intragenic/sense	NA
TSS_Storz_rich.exponential_211	102743	102743	+	102743	ddlB	intragenic/sense	NA
TSS_Storz_rich.exponential_212	102872	102872	+	102872	ftsQ	upstream/sense	NA
TSS_Storz_rich.exponential_213	102872	102872	+	102872	ddlB	intragenic/sense	NA
TSS_Storz_rich.exponential_214	103764	103764	-	103764	ftsQ	intragenic/antisense	NA
TSS_Storz_rich.exponential_215	104537	104537	+	104537	ftsA	intragenic/sense	NA
TSS_Storz_rich.exponential_216	105047	105047	+	105047	ftsA	intragenic/sense	NA
TSS_Storz_rich.exponential_217	105047	105047	+	105047	ftsZ	upstream/sense	NA
TSS_Storz_rich.exponential_218	105143	105143	-	105143	ftsA	intragenic/antisense	NA
TSS_Storz_rich.exponential_219	106502	106502	+	106502	lpxC	upstream/sense	NA
TSS_Storz_rich.exponential_220	107668	107668	+	107668	secM	upstream/sense	NA
TSS_Storz_rich.exponential_221	107945	107945	-	107945	secM	intragenic/antisense	NA
TSS_Storz_rich.exponential_222	108116	108116	-	108116	secM	intragenic/antisense	NA
TSS_Storz_rich.exponential_223	108125	108125	-	108125	secM	intragenic/antisense	NA
TSS_Storz_rich.exponential_224	108263	108263	-	108263	secM	downstream/antisense	NA
TSS_Storz_rich.exponential_225	108263	108263	-	108263	secA	upstream/antisense	NA
TSS_Storz_rich.exponential_226	110229	110229	+	110229	secA	intragenic/sense	NA
TSS_Storz_rich.exponential_227	111293	111293	+	111293	mutT	intragenic/sense	NA
TSS_Storz_rich.exponential_228	111828	111828	-	111828	yacG	intragenic/sense	NA
TSS_Storz_rich.exponential_229	112688	112688	-	112688	zapD	upstream/sense	NA
TSS_Storz_rich.exponential_230	112688	112688	-	112688	coaE	intragenic/sense	NA
TSS_Storz_rich.exponential_231	113322	113322	-	113322	coaE	upstream/sense	NA
TSS_Storz_rich.exponential_232	113394	113394	+	113394	guaC	upstream/sense	NA
TSS_Storz_rich.exponential_233	113801	113801	-	113801	guaC	intragenic/antisense	NA
TSS_Storz_rich.exponential_234	113975	113975	+	113975	guaC	intragenic/sense	NA
TSS_Storz_rich.exponential_235	114576	114576	-	114576	hofC	intragenic/sense	NA
TSS_Storz_rich.exponential_236	114576	114576	-	114576	guaC	downstream/antisense	NA
TSS_Storz_rich.exponential_237	115647	115647	+	115647	hofC	intragenic/antisense	NA
TSS_Storz_rich.exponential_238	115647	115647	+	115647	hofB	downstream/antisense	NA
TSS_Storz_rich.exponential_239	116075	116075	-	116075	hofB	intragenic/sense	NA
TSS_Storz_rich.exponential_240	116380	116380	+	116380	hofB	intragenic/antisense	NA
TSS_Storz_rich.exponential_241	116545	116545	-	116545	hofB	intragenic/sense	NA
TSS_Storz_rich.exponential_242	116596	116596	+	116596	hofB	intragenic/antisense	NA
TSS_Storz_rich.exponential_243	117051	117051	-	117051	hofB	intragenic/sense	NA
TSS_Storz_rich.exponential_244	118526	118526	+	118526	ampD	upstream/sense	NA
TSS_Storz_rich.exponential_245	118526	118526	+	118526	nadC	intragenic/antisense	NA
TSS_Storz_rich.exponential_246	118703	118703	+	118703	ampD	upstream/sense	NA
TSS_Storz_rich.exponential_247	118703	118703	+	118703	nadC	upstream/antisense	NA
TSS_Storz_rich.exponential_248	120543	120543	-	120543	aroP	intragenic/sense	NA
TSS_Storz_rich.exponential_249	120697	120697	-	120697	aroP	intragenic/sense	NA
TSS_Storz_rich.exponential_250	121676	121676	-	121676	aroP	upstream/sense	NA
TSS_Storz_rich.exponential_251	122025	122025	+	122025	pdhR	upstream/sense	NA
TSS_Storz_rich.exponential_252	122034	122034	+	122034	pdhR	upstream/sense	NA
TSS_Storz_rich.exponential_253	122612	122612	+	122612	pdhR	intragenic/sense	NA
TSS_Storz_rich.exponential_254	126733	126733	+	126733	aceF	intragenic/sense	NA
TSS_Storz_rich.exponential_255	126951	126951	-	126951	aceF	intragenic/antisense	NA
TSS_Storz_rich.exponential_256	127420	127420	+	127420	aceF	intragenic/sense	NA
TSS_Storz_rich.exponential_257	127637	127637	+	127637	lpd	upstream/sense	NA
TSS_Storz_rich.exponential_258	127887	127887	-	127887	lpd	upstream/antisense	NA
TSS_Storz_rich.exponential_259	129500	129500	+	129500	yacH	intragenic/antisense	NA
TSS_Storz_rich.exponential_260	130153	130153	-	130153	yacH	intragenic/sense	NA
TSS_Storz_rich.exponential_261	130935	130935	+	130935	yacH	intragenic/antisense	NA
TSS_Storz_rich.exponential_262	131520	131520	+	131520	acnB	upstream/sense	NA
TSS_Storz_rich.exponential_263	131954	131954	+	131954	acnB	intragenic/sense	NA
TSS_Storz_rich.exponential_264	133469	133469	-	133469	acnB	intragenic/antisense	NA
TSS_Storz_rich.exponential_265	134079	134079	-	134079	acnB	intragenic/antisense	NA
TSS_Storz_rich.exponential_266	134147	134147	+	134147	yacL	upstream/sense	NA
TSS_Storz_rich.exponential_267	134147	134147	+	134147	acnB	intragenic/sense	NA
TSS_Storz_rich.exponential_268	134339	134339	+	134339	yacL	upstream/sense	NA
TSS_Storz_rich.exponential_269	135053	135053	+	135053	speD	intragenic/antisense	NA
TSS_Storz_rich.exponential_270	135402	135402	+	135402	speD	intragenic/antisense	NA
TSS_Storz_rich.exponential_271	136504	136504	-	136504	speE	upstream/sense	NA
TSS_Storz_rich.exponential_272	136940	136940	-	136940	yacC	upstream/sense	NA
TSS_Storz_rich.exponential_273	137043	137043	+	137043	cueO	upstream/sense	NA
TSS_Storz_rich.exponential_274	138550	138550	+	138550	cueO	intragenic/sense	NA
TSS_Storz_rich.exponential_275	138864	138864	-	138864	gcd	intragenic/sense	NA
TSS_Storz_rich.exponential_276	141263	141263	-	141263	gcd	upstream/sense	NA
TSS_Storz_rich.exponential_277	141360	141360	+	141360	hpt	upstream/sense	NA
TSS_Storz_rich.exponential_278	141650	141650	+	141650	hpt	intragenic/sense	NA
TSS_Storz_rich.exponential_279	141864	141864	+	141864	hpt	intragenic/sense	NA
TSS_Storz_rich.exponential_280	142434	142434	+	142434	can	intragenic/antisense	NA
TSS_Storz_rich.exponential_281	142669	142669	+	142669	can	intragenic/antisense	NA
TSS_Storz_rich.exponential_282	142669	142669	+	142669	yadG	upstream/sense	NA
TSS_Storz_rich.exponential_283	143393	143393	-	143393	yadG	intragenic/antisense	NA
TSS_Storz_rich.exponential_284	143436	143436	+	143436	yadG	intragenic/sense	NA
TSS_Storz_rich.exponential_285	143436	143436	+	143436	yadH	upstream/sense	NA
TSS_Storz_rich.exponential_286	143831	143831	+	143831	yadH	intragenic/sense	NA
TSS_Storz_rich.exponential_287	143983	143983	+	143983	yadH	intragenic/sense	NA
TSS_Storz_rich.exponential_288	144340	144340	+	144340	yadH	intragenic/sense	NA
TSS_Storz_rich.exponential_289	144340	144340	+	144340	yadI	upstream/sense	NA
TSS_Storz_rich.exponential_290	144560	144560	+	144560	yadI	upstream/sense	NA
TSS_Storz_rich.exponential_291	144803	144803	-	144803	yadI	intragenic/antisense	NA
TSS_Storz_rich.exponential_292	145055	145055	+	145055	yadE	upstream/sense	NA
TSS_Storz_rich.exponential_293	145110	145110	+	145110	yadE	intragenic/sense	NA
TSS_Storz_rich.exponential_294	146122	146122	+	146122	yadE	intragenic/sense	NA
TSS_Storz_rich.exponential_295	146640	146640	+	146640	panD	intragenic/antisense	NA
TSS_Storz_rich.exponential_296	147583	147583	+	147583	yadD	intragenic/sense	NA
TSS_Storz_rich.exponential_297	147794	147794	-	147794	yadD	intragenic/antisense	NA
TSS_Storz_rich.exponential_298	147871	147871	+	147871	panC	downstream/antisense	NA
TSS_Storz_rich.exponential_299	147880	147880	+	147880	panC	downstream/antisense	NA
TSS_Storz_rich.exponential_300	149626	149626	+	149626	panB	upstream/antisense	NA
TSS_Storz_rich.exponential_301	149626	149626	+	149626	yadC	downstream/antisense	NA
TSS_Storz_rich.exponential_302	149630	149630	-	149630	panB	upstream/sense	NA
TSS_Storz_rich.exponential_303	150376	150376	+	150376	yadC	intragenic/antisense	NA
TSS_Storz_rich.exponential_304	150548	150548	+	150548	yadC	intragenic/antisense	NA
TSS_Storz_rich.exponential_305	150689	150689	-	150689	yadC	intragenic/sense	NA
TSS_Storz_rich.exponential_306	151806	151806	+	151806	yadL	intragenic/antisense	NA
TSS_Storz_rich.exponential_307	151930	151930	-	151930	yadL	intragenic/sense	NA
TSS_Storz_rich.exponential_308	152495	152495	+	152495	yadM	intragenic/antisense	NA
TSS_Storz_rich.exponential_309	154859	154859	-	154859	htrE	intragenic/sense	NA
TSS_Storz_rich.exponential_310	155276	155276	-	155276	htrE	intragenic/sense	NA
TSS_Storz_rich.exponential_311	155401	155401	-	155401	htrE	intragenic/sense	NA
TSS_Storz_rich.exponential_312	156107	156107	+	156107	yadV	intragenic/antisense	NA
TSS_Storz_rich.exponential_313	156424	156424	-	156424	yadN	intragenic/sense	NA
TSS_Storz_rich.exponential_314	156424	156424	-	156424	yadV	upstream/sense	NA
TSS_Storz_rich.exponential_315	157639	157639	+	157639	pcnB	downstream/antisense	NA
TSS_Storz_rich.exponential_316	157639	157639	+	157639	folK	intragenic/antisense	NA
TSS_Storz_rich.exponential_317	159172	159172	-	159172	pcnB	upstream/sense	NA
TSS_Storz_rich.exponential_318	159229	159229	+	159229	gluQ	intragenic/antisense	NA
TSS_Storz_rich.exponential_319	159390	159390	-	159390	pcnB	upstream/sense	NA
TSS_Storz_rich.exponential_320	159390	159390	-	159390	gluQ	intragenic/sense	NA
TSS_Storz_rich.exponential_321	159450	159450	+	159450	gluQ	intragenic/antisense	NA
TSS_Storz_rich.exponential_322	159611	159611	+	159611	gluQ	intragenic/antisense	NA
TSS_Storz_rich.exponential_323	160055	160055	-	160055	gluQ	intragenic/sense	NA
