id	start	stop	strand	length	term_type	gene_number	genes	pseudo	phantom
TU_Yan_30201986_Rich_126	196158	199619	+	3462	long	1	b0176	0	0
TU_Yan_30201986_Rich_127	197025	200927	+	3903	long	1	b0177	0	0
TU_Yan_30201986_Rich_128	197299	201732	+	4434	long	2	b0177,b0178	0	0
TU_Yan_30201986_Rich_129	200398	202062	+	1665	TTS	2	b0178,b0179	0	0
TU_Yan_30201986_Rich_130	200398	203408	+	3011	TTS	4	b0178,b0179,b0180,b0181	0	0
TU_Yan_30201986_Rich_131	200398	204476	+	4079	long	4	b0178,b0179,b0180,b0181	0	0
TU_Yan_30201986_Rich_132	201483	204666	+	3184	long	3	b0180,b0181,b0182	0	0
TU_Yan_30201986_Rich_133	201714	204945	+	3232	long	3	b0180,b0181,b0182	0	0
TU_Yan_30201986_Rich_134	202072	203408	+	1337	TTS	2	b0180,b0181	0	0
TU_Yan_30201986_Rich_135	202072	206511	+	4440	long	4	b0180,b0181,b0182,b0183	0	0
TU_Yan_30201986_Rich_136	202135	205522	+	3388	long	3	b0181,b0182,b0183	0	0
TU_Yan_30201986_Rich_137	202517	204961	+	2445	long	2	b0181,b0182	0	0
TU_Yan_30201986_Rich_138	208325	209626	+	1302	long	1	b0185	0	0
TU_Yan_30201986_Rich_139	208411	209624	+	1214	long	1	b0185	0	0
TU_Yan_30201986_Rich_140	211857	213887	+	2031	long	2	b0187,b0188	0	0
TU_Yan_30201986_Rich_141	212305	213878	+	1574	long	1	b0188	0	0
TU_Yan_30201986_Rich_142	214269	216417	+	2149	long	3	b0190,b0191,b0192	0	0
TU_Yan_30201986_Rich_143	214988	216094	+	1107	long	1	b0192	0	0
TU_Yan_30201986_Rich_144	215562	218837	-	3276	long	2	b0194,b0193	0	0
TU_Yan_30201986_Rich_145	216875	220022	-	3148	long	3	b0196,b0195,b0194	0	0
TU_Yan_30201986_Rich_146	217019	218837	-	1819	TTS	1	b0194	0	0
TU_Yan_30201986_Rich_147	219485	222714	-	3230	long	4	b0199,b0198,b0197,b0196	0	0
TU_Yan_30201986_Rich_148	222805	225411	+	2607	long	2	b0200,b0201	0	0
TU_Yan_30201986_Rich_149	223484	226588	+	3105	long	3	b0201,b0202,b0203	0	0
TU_Yan_30201986_Rich_150	223594	225639	+	2046	long	3	b0201,b0202,b0203	0	0
TU_Yan_30201986_Rich_151	223972	225406	+	1435	long	0		0	0
TU_Yan_30201986_Rich_152	232545	233979	-	1435	long	1	b0211	0	0
TU_Yan_30201986_Rich_153	233608	236040	-	2433	long	2	b0214,b0212	0	0
TU_Yan_30201986_Rich_154	236020	237069	+	1050	long	2	b0215,b0216	0	0
TU_Yan_30201986_Rich_155	243511	245619	+	2109	long	2	b0222,b0223	0	0
TU_Yan_30201986_Rich_156	244753	245884	-	1132	long	1	b0224	0	0
TU_Yan_30201986_Rich_157	244905	246533	-	1629	long	3	b0226,b0225,b0224	0	0
TU_Yan_30201986_Rich_158	253819	255807	-	1989	long	1	b0237	0	0
TU_Yan_30201986_Rich_159	254210	255807	-	1598	TTS	1	b0237	0	0
TU_Yan_30201986_Rich_160	255917	256470	+	554	TTS	1	b0238	0	0
TU_Yan_30201986_Rich_161	255917	258946	+	3030	long	2	b0238,b0239	0	0
TU_Yan_30201986_Rich_162	256501	259455	+	2955	long	2	b0239,b0240	0	0
TU_Yan_30201986_Rich_163	260237	262948	+	2712	long	3	b0242,b0243,b0244	0	0
TU_Yan_30201986_Rich_164	260348	262822	+	2475	TTS	2	b0242,b0243	0	0
TU_Yan_30201986_Rich_165	260348	262969	+	2622	long	3	b0242,b0243,b0244	0	0
TU_Yan_30201986_Rich_166	270257	273516	+	3260	long	3	b4587,b0256,b4690	0	0
TU_Yan_30201986_Rich_167	276673	278973	+	2301	long	1	b0261	0	0
TU_Yan_30201986_Rich_168	285313	289190	-	3878	long	1	b0272	0	0
TU_Yan_30201986_Rich_169	288308	290341	-	2034	long	2	b0273,b0272	0	0
TU_Yan_30201986_Rich_170	315277	316499	+	1223	long	3	b0298,ECK120023906,b0299	0	0
TU_Yan_30201986_Rich_171	321483	324602	+	3120	TTS	3	b0306,b0307,b0308	0	0
TU_Yan_30201986_Rich_172	321483	324890	+	3408	long	3	b0306,b0307,b0308	0	0
TU_Yan_30201986_Rich_173	325475	329361	-	3887	long	3	b0313,b0312,b0311	0	0
TU_Yan_30201986_Rich_174	332042	333519	+	1478	long	1	b0315	0	0
TU_Yan_30201986_Rich_175	354883	357880	+	2998	long	2	b0336,b0337	0	0
TU_Yan_30201986_Rich_176	356004	357750	+	1747	long	1	b0337	0	0
TU_Yan_30201986_Rich_177	357497	358714	-	1218	long	1	b0338	0	0
TU_Yan_30201986_Rich_178	361797	366343	-	4547	long	2	b0344,b0343	0	0
TU_Yan_30201986_Rich_179	364347	367538	-	3192	long	1	b0345	0	0
TU_Yan_30201986_Rich_180	376741	377822	+	1082	long	1	b0354	0	0
TU_Yan_30201986_Rich_181	377316	379900	-	2585	long	3	b0357,b0356,b0355	0	0
TU_Yan_30201986_Rich_182	381258	382589	+	1332	long	3	b0360,ECK120023917,b0361	0	0
TU_Yan_30201986_Rich_183	381322	382682	+	1361	long	3	b0360,ECK120023917,b0361	0	0
TU_Yan_30201986_Rich_184	385205	388445	+	3241	long	3	b0365,b0366,b0367	0	0
TU_Yan_30201986_Rich_185	388487	389753	-	1267	long	1	b0369	0	0
TU_Yan_30201986_Rich_186	388690	389753	-	1064	TTS	1	b0369	0	0
TU_Yan_30201986_Rich_187	395039	396363	-	1325	long	1	b0376	0	0
TU_Yan_30201986_Rich_188	395063	396319	-	1257	long	1	b0376	0	0
TU_Yan_30201986_Rich_189	396380	398554	+	2175	long	1	b0377	0	0
TU_Yan_30201986_Rich_190	397837	399227	+	1391	long	1	b0378	0	0
TU_Yan_30201986_Rich_191	399626	400951	-	1326	long	1	b0381	0	0
TU_Yan_30201986_Rich_192	399790	400951	-	1162	TTS	1	b0381	0	0
TU_Yan_30201986_Rich_193	401362	403436	+	2075	long	2	b0382,b0383	0	0
TU_Yan_30201986_Rich_194	401706	403649	+	1944	long	2	b0383,b0384	0	0
TU_Yan_30201986_Rich_195	404506	405686	-	1181	long	1	b0386	0	0
TU_Yan_30201986_Rich_196	405741	409606	+	3866	long	7	b0387,b0388,b0389,b0390,b0391,b0392,b4732	0	0
TU_Yan_30201986_Rich_197	408237	410049	-	1813	long	1	b0393	0	0
TU_Yan_30201986_Rich_198	409050	410049	-	1000	TTS	1	b0393	0	0
TU_Yan_30201986_Rich_199	410119	411578	+	1460	long	1	b0394	0	0
TU_Yan_30201986_Rich_200	412987	416976	-	3990	long	1	b0398	0	0
TU_Yan_30201986_Rich_201	417100	419237	+	2138	long	2	b0399,b0400	0	0
TU_Yan_30201986_Rich_202	419420	422468	+	3049	long	2	b0401,b0402	0	0
TU_Yan_30201986_Rich_203	424985	428982	+	3998	long	3	b0405,b0406,b0407	0	0
TU_Yan_30201986_Rich_204	426056	430322	+	4267	long	3	b0406,b0407,b0408	0	0
TU_Yan_30201986_Rich_205	426775	429898	+	3124	long	2	b0407,b0408	0	0
TU_Yan_30201986_Rich_206	427204	430891	+	3688	long	3	b0407,b0408,b0409	0	0
TU_Yan_30201986_Rich_207	427223	430372	+	3150	long	2	b0407,b0408	0	0
TU_Yan_30201986_Rich_208	430404	432090	-	1687	long	1	b0411	0	0
TU_Yan_30201986_Rich_209	430575	431126	+	552	long	1	b0410	0	0
TU_Yan_30201986_Rich_210	430962	432185	-	1224	long	1	b0411	0	0
TU_Yan_30201986_Rich_211	431031	432090	-	1060	TTS	1	b0411	0	0
TU_Yan_30201986_Rich_212	432976	437326	+	4351	long	6	b0413,b0414,b0415,b0416,b0417,b0418	0	0
TU_Yan_30201986_Rich_213	434614	437103	+	2490	long	3	b0415,b0416,b0417	0	0
TU_Yan_30201986_Rich_214	436676	438284	-	1609	long	1	b0419	0	0
TU_Yan_30201986_Rich_215	438118	441373	-	3256	long	3	b0422,b0421,b0420	0	0
TU_Yan_30201986_Rich_216	438136	441545	-	3410	long	3	b0422,b0421,b0420	0	0
TU_Yan_30201986_Rich_217	441469	443084	+	1616	long	1	b0423	0	0
TU_Yan_30201986_Rich_218	442400	444560	-	2161	long	2	b0425,b0424	0	0
TU_Yan_30201986_Rich_219	444430	446687	-	2258	long	1	b0427	0	0
TU_Yan_30201986_Rich_220	444602	445329	+	728	long	1	b0426	0	0
TU_Yan_30201986_Rich_221	444657	445326	+	670	TTS	1	b0426	0	0
TU_Yan_30201986_Rich_222	444657	445612	+	956	long	1	b0426	0	0
TU_Yan_30201986_Rich_223	446654	450830	-	4177	long	4	b0431,b0430,b0429,b0428	0	0
TU_Yan_30201986_Rich_224	446771	450781	-	4011	long	4	b0431,b0430,b0429,b0428	0	0
TU_Yan_30201986_Rich_225	446773	450505	-	3733	long	3	b0430,b0429,b0428	0	0
TU_Yan_30201986_Rich_226	446928	450637	-	3710	long	2	b0430,b0429	0	0
TU_Yan_30201986_Rich_227	447031	451653	-	4623	long	4	b0432,b0431,b0430,b0429	0	0
TU_Yan_30201986_Rich_228	447415	451571	-	4157	long	3	b0431,b0430,b0429	0	0
TU_Yan_30201986_Rich_229	447452	451313	-	3862	long	3	b0431,b0430,b0429	0	0
TU_Yan_30201986_Rich_230	447891	451004	-	3114	long	2	b0431,b0430	0	0
TU_Yan_30201986_Rich_231	448345	451594	-	3250	long	1	b0431	0	0
TU_Yan_30201986_Rich_232	451123	454209	-	3087	long	3	b0434,ECK125289058,b0433	0	0
TU_Yan_30201986_Rich_233	452010	454209	-	2200	TTS	3	b0434,ECK125289058,b0433	0	0
TU_Yan_30201986_Rich_234	454833	456496	+	1664	TTS	1	b0436	0	0
TU_Yan_30201986_Rich_235	454833	458759	+	3927	long	3	b0436,b0437,b0438	0	0
TU_Yan_30201986_Rich_236	454996	456496	+	1501	TTS	1	b0436	0	0
TU_Yan_30201986_Rich_237	454996	458759	+	3764	long	3	b0436,b0437,b0438	0	0
TU_Yan_30201986_Rich_238	456554	458758	+	2205	TTS	2	b0437,b0438	0	0
TU_Yan_30201986_Rich_239	456554	460382	+	3829	long	2	b0437,b0438	0	0
TU_Yan_30201986_Rich_240	456576	458758	+	2183	TTS	2	b0437,b0438	0	0
TU_Yan_30201986_Rich_241	456576	460132	+	3557	long	2	b0437,b0438	0	0
TU_Yan_30201986_Rich_242	456604	459679	+	3076	long	2	b0437,b0438	0	0
TU_Yan_30201986_Rich_243	456642	458758	+	2117	TTS	2	b0437,b0438	0	0
TU_Yan_30201986_Rich_244	456642	460268	+	3627	long	2	b0437,b0438	0	0
TU_Yan_30201986_Rich_245	458724	461784	+	3061	long	2	b0439,b0440	0	0
TU_Yan_30201986_Rich_246	458779	461784	+	3006	long	2	b0439,b0440	0	0
TU_Yan_30201986_Rich_247	458812	461310	+	2499	TTS	1	b0439	0	0
TU_Yan_30201986_Rich_248	458812	461784	+	2973	TTS	2	b0439,b0440	0	0
TU_Yan_30201986_Rich_249	458812	461951	+	3140	long	2	b0439,b0440	0	0
TU_Yan_30201986_Rich_250	461852	463858	+	2007	TTS	1	b0441	0	0
TU_Yan_30201986_Rich_251	461852	465129	+	3278	long	3	b0441,b0442,b0443	0	0
TU_Yan_30201986_Rich_252	464483	465572	-	1090	long	1	b0444	0	0
TU_Yan_30201986_Rich_253	464807	465572	-	766	TTS	1	b0444	0	0
TU_Yan_30201986_Rich_254	468356	471778	+	3423	long	2	b0447,b0448	0	0
TU_Yan_30201986_Rich_255	474165	475201	-	1037	long	1	b0452	0	0
TU_Yan_30201986_Rich_256	478879	479944	-	1066	long	1	b0459	0	0
TU_Yan_30201986_Rich_257	479525	480795	-	1271	long	2	b0461,b0460	0	0
TU_Yan_30201986_Rich_258	481264	485698	-	4435	long	1	b0463	0	0
TU_Yan_30201986_Rich_259	481492	485979	-	4488	long	1	b0463	0	0
TU_Yan_30201986_Rich_260	482073	485682	-	3610	long	1	b0463	0	0
TU_Yan_30201986_Rich_261	482272	485840	-	3569	long	1	b0463	0	0
TU_Yan_30201986_Rich_262	482753	486086	-	3334	long	1	b0463	0	0
TU_Yan_30201986_Rich_263	486488	490218	+	3731	long	1	b0465	0	0
TU_Yan_30201986_Rich_264	490858	492811	+	1954	long	2	b0468,b0469	0	0
TU_Yan_30201986_Rich_265	491310	492043	+	734	TTS	1	b0469	0	0
TU_Yan_30201986_Rich_266	491310	494993	+	3684	long	3	b0469,b0470,b0471	0	0
TU_Yan_30201986_Rich_267	492054	495132	+	3079	long	3	b0470,b0471,b0472	0	0
TU_Yan_30201986_Rich_268	495075	497033	+	1959	TTS	1	b0473	0	0
TU_Yan_30201986_Rich_269	495075	497940	+	2866	long	3	b0473,ECK125203396,b0474	0	0
TU_Yan_30201986_Rich_270	497132	497938	+	807	TTS	1	b0474	0	0
TU_Yan_30201986_Rich_271	497132	498023	+	892	long	1	b0474	0	0
TU_Yan_30201986_Rich_272	498030	499395	+	1366	long	1	b0475	0	0
TU_Yan_30201986_Rich_273	500098	501797	+	1700	long	1	b0477	0	0
TU_Yan_30201986_Rich_274	501191	503295	-	2105	long	1	b0478	0	0
TU_Yan_30201986_Rich_275	503438	504749	-	1312	long	1	b0479	0	0
TU_Yan_30201986_Rich_276	504882	507021	+	2140	long	1	b0480	0	0
TU_Yan_30201986_Rich_277	506295	507111	-	817	long	1	b0481	0	0
TU_Yan_30201986_Rich_278	508348	511411	-	3064	long	1	b0484	0	0
TU_Yan_30201986_Rich_279	513785	515825	-	2041	long	2	b0489,b0488	0	0
TU_Yan_30201986_Rich_280	515891	518188	+	2298	long	2	b0490,b0491	0	0
TU_Yan_30201986_Rich_281	517071	519327	-	2257	long	2	b0493,b0492	0	0
TU_Yan_30201986_Rich_282	517223	519797	-	2575	long	3	b0494,b0493,b0492	0	0
TU_Yan_30201986_Rich_283	519163	522875	+	3713	long	2	b0495,b0496	0	0
TU_Yan_30201986_Rich_284	529801	531253	-	1453	long	1	b0503	0	0
TU_Yan_30201986_Rich_285	532964	536540	+	3577	long	3	b0506,b0507,b0508	0	0
TU_Yan_30201986_Rich_286	532982	533863	+	882	long	1	b0506	0	0
TU_Yan_30201986_Rich_287	551044	553141	-	2098	long	2	b0523,b0522	0	0
TU_Yan_30201986_Rich_288	551246	554490	-	3245	long	4	b0525,b0524,b0523,b0522	0	0
TU_Yan_30201986_Rich_289	551420	554558	-	3139	long	4	b0525,b0524,b0523,b0522	0	0
TU_Yan_30201986_Rich_290	553871	554490	-	620	TTS	1	b0525	0	0
TU_Yan_30201986_Rich_291	554576	556036	+	1461	TTS	1	b0526	0	0
TU_Yan_30201986_Rich_292	554576	556852	+	2277	long	1	b0526	0	0
TU_Yan_30201986_Rich_293	556622	557781	-	1160	long	2	b0529,b0528	0	0
TU_Yan_30201986_Rich_294	556625	557781	-	1157	TTS	2	b0529,b0528	0	0
TU_Yan_30201986_Rich_295	573669	576870	-	3202	long	2	b0552,b0553	0	0
TU_Yan_30201986_Rich_296	578221	578921	-	701	long	1	b0557	0	0
TU_Yan_30201986_Rich_297	584275	585664	-	1390	long	1	b0565	0	0
TU_Yan_30201986_Rich_298	584630	585664	-	1035	TTS	1	b0565	0	0
TU_Yan_30201986_Rich_299	587047	591260	-	4214	long	2	b0568,b0567	0	0
TU_Yan_30201986_Rich_300	589813	593211	-	3399	long	1	b0569	0	0
TU_Yan_30201986_Rich_301	601929	603413	+	1485	long	1	b0576	0	0
TU_Yan_30201986_Rich_302	604726	605453	-	728	long	1	b0578	0	0
TU_Yan_30201986_Rich_303	604738	605453	-	716	TTS	1	b0578	0	0
TU_Yan_30201986_Rich_304	610131	612668	-	2538	long	1	b0584	0	0
TU_Yan_30201986_Rich_305	612687	615860	+	3174	long	2	b0585,b4511	0	0
TU_Yan_30201986_Rich_306	619220	622234	-	3015	long	3	b0590,b0589,b0588	0	0
TU_Yan_30201986_Rich_307	622258	624012	+	1755	long	1	b0591	0	0
TU_Yan_30201986_Rich_308	623511	624727	-	1217	long	1	b0592	0	0
TU_Yan_30201986_Rich_309	624830	629370	+	4541	long	4	b0593,b0594,b0595,b0596	0	0
TU_Yan_30201986_Rich_310	629855	632445	+	2591	long	2	b0598,b4512	0	0
TU_Yan_30201986_Rich_311	633556	634873	+	1318	long	1	b0600	0	0
TU_Yan_30201986_Rich_312	638628	639759	+	1132	long	1	b0605	0	0
TU_Yan_30201986_Rich_313	638692	639669	+	978	TTS	1	b0605	0	0
TU_Yan_30201986_Rich_314	638692	639670	+	979	long	1	b0605	0	0
TU_Yan_30201986_Rich_315	638880	639670	+	791	long	1	b0605	0	0
TU_Yan_30201986_Rich_316	638920	639669	+	750	TTS	1	b0605	0	0
TU_Yan_30201986_Rich_317	638920	639863	+	944	long	1	b0605	0	0
