id	start	stop	strand	length	term_type	gene_number	genes	pseudo	phantom
TU_Yan_30201986_M9_40	53201	55210	-	2010	long	1	b0053	0	0
TU_Yan_30201986_M9_41	53259	55358	-	2100	TTS	1	b0053	0	0
TU_Yan_30201986_M9_42	53979	57241	-	3263	long	1	b0054	0	0
TU_Yan_30201986_M9_43	57258	58756	+	1499	long	1	b0055	0	0
TU_Yan_30201986_M9_44	59611	63356	-	3746	long	2	b0059,b0058	0	0
TU_Yan_30201986_M9_45	63299	65803	-	2505	long	1	b0060	0	0
TU_Yan_30201986_M9_46	70220	72332	+	2113	long	2	b0064,b0065	0	0
TU_Yan_30201986_M9_47	71270	72436	+	1167	long	1	b0065	0	0
TU_Yan_30201986_M9_48	71714	75608	-	3895	long	4	b4762,b0068,b0067,b0066	0	0
TU_Yan_30201986_M9_49	74871	77339	-	2469	long	2	b0069,b4762	0	0
TU_Yan_30201986_M9_50	78814	83735	-	4922	long	5	b0075,b0074,b0073,b0072,b0071	0	0
TU_Yan_30201986_M9_51	79817	83581	-	3765	long	2	b0074,b0073	0	0
TU_Yan_30201986_M9_52	83572	83735	-	164	TTS	1	b0075	0	0
TU_Yan_30201986_M9_53	85598	89434	+	3837	long	4	b0077,b0078,b0079,b0080	0	0
TU_Yan_30201986_M9_54	87968	89329	+	1362	long	1	b0080	0	0
TU_Yan_30201986_M9_55	89589	91776	+	2188	long	3	b0081,b0082,b0083	0	0
TU_Yan_30201986_M9_56	102532	104713	+	2182	long	1	b0093	0	0
TU_Yan_30201986_M9_57	103560	106985	+	3426	long	2	b0094,b0095	0	0
TU_Yan_30201986_M9_58	104635	107553	+	2919	long	2	b0095,b0096	0	0
TU_Yan_30201986_M9_59	104692	107841	+	3150	long	2	b0095,b0096	0	0
TU_Yan_30201986_M9_60	106507	107551	+	1045	TTS	1	b0096	0	0
TU_Yan_30201986_M9_61	106507	109999	+	3493	long	2	b0096,b0097	0	0
TU_Yan_30201986_M9_62	106529	109133	+	2605	long	2	b0096,b0097	0	0
TU_Yan_30201986_M9_63	107667	110827	+	3161	long	1	b0097	0	0
TU_Yan_30201986_M9_64	111395	113322	-	1928	long	4	b0103,b0102,b0101,b0100	0	0
TU_Yan_30201986_M9_65	113395	114526	+	1132	TTS	1	b0104	0	0
TU_Yan_30201986_M9_66	113395	114735	+	1341	long	1	b0104	0	0
TU_Yan_30201986_M9_67	117472	118679	-	1208	long	1	b0109	0	0
TU_Yan_30201986_M9_68	117707	118679	-	973	TTS	1	b0109	0	0
TU_Yan_30201986_M9_69	118701	120423	+	1723	long	2	b0110,b0111	0	0
TU_Yan_30201986_M9_70	119728	121676	-	1949	long	1	b0112	0	0
TU_Yan_30201986_M9_71	119923	121647	-	1725	long	1	b0112	0	0
TU_Yan_30201986_M9_72	120140	121676	-	1537	TTS	1	b0112	0	0
TU_Yan_30201986_M9_73	122033	123302	+	1270	long	1	b0113	0	0
TU_Yan_30201986_M9_74	127716	129397	+	1682	TTS	1	b0116	0	0
TU_Yan_30201986_M9_75	127716	129531	+	1816	long	1	b0116	0	0
TU_Yan_30201986_M9_76	131518	134953	+	3436	long	2	b0118,b0119	0	0
TU_Yan_30201986_M9_77	134548	136550	-	2003	long	2	b0121,b0120	0	0
TU_Yan_30201986_M9_78	134641	136500	-	1860	long	2	b0121,b0120	0	0
TU_Yan_30201986_M9_79	136511	136938	-	428	long	1	b0122	0	0
TU_Yan_30201986_M9_80	137042	138884	+	1843	long	1	b0123	0	0
TU_Yan_30201986_M9_81	138283	141263	-	2981	long	1	b0124	0	0
TU_Yan_30201986_M9_82	141360	145090	+	3731	long	4	b0125,b0127,b0128,b0129	0	0
TU_Yan_30201986_M9_83	141776	142703	-	928	long	1	b0126	0	0
TU_Yan_30201986_M9_84	141972	142703	-	732	TTS	1	b0126	0	0
TU_Yan_30201986_M9_85	142668	145139	+	2472	long	3	b0127,b0128,b0129	0	0
TU_Yan_30201986_M9_86	142719	144970	+	2252	long	2	b0127,b0128	0	0
TU_Yan_30201986_M9_87	145898	146754	-	857	long	1	b0131	0	0
TU_Yan_30201986_M9_88	146276	146754	-	479	TTS	1	b0131	0	0
TU_Yan_30201986_M9_89	147624	149630	-	2007	long	2	b0134,b0133	0	0
TU_Yan_30201986_M9_90	147666	148854	-	1189	long	1	b0133	0	0
TU_Yan_30201986_M9_91	147906	148854	-	949	TTS	1	b0133	0	0
TU_Yan_30201986_M9_92	157123	159172	-	2050	long	2	b0143,b0142	0	0
TU_Yan_30201986_M9_93	157670	160656	-	2987	long	3	b0145,b0144,b0143	0	0
TU_Yan_30201986_M9_94	159833	161058	-	1226	long	1	b0145	0	0
TU_Yan_30201986_M9_95	159905	161142	-	1238	long	1	b0145	0	0
TU_Yan_30201986_M9_96	160077	161078	-	1002	long	1	b0145	0	0
TU_Yan_30201986_M9_97	160096	160656	-	561	TTS	1	b0145	0	0
TU_Yan_30201986_M9_98	160096	161058	-	963	TTS	1	b0145	0	0
TU_Yan_30201986_M9_99	160812	162053	-	1242	long	1	b0147	0	0
TU_Yan_30201986_M9_100	161664	164640	+	2977	long	1	b0148	0	0
TU_Yan_30201986_M9_101	162076	165162	+	3087	long	1	b0148	0	0
TU_Yan_30201986_M9_102	164234	165521	+	1288	long	0		0	0
TU_Yan_30201986_M9_103	167427	171056	+	3630	long	2	b0150,b0151	0	0
TU_Yan_30201986_M9_104	169123	171109	+	1987	long	1	b0151	0	0
TU_Yan_30201986_M9_105	172871	174992	-	2122	long	1	b0154	0	0
TU_Yan_30201986_M9_106	173217	174913	-	1697	long	1	b0154	0	0
TU_Yan_30201986_M9_107	174932	177009	+	2078	long	4	b4765,b0155,b4728,b0156	0	0
TU_Yan_30201986_M9_108	176560	176995	+	436	TTS	1	b0156	0	0
TU_Yan_30201986_M9_109	176560	177186	+	627	long	1	b0156	0	0
TU_Yan_30201986_M9_110	176960	179181	-	2222	long	3	b0159,b0158,b0157	0	0
TU_Yan_30201986_M9_111	178422	179181	-	760	TTS	1	b0159	0	0
TU_Yan_30201986_M9_112	180843	182347	+	1505	TTS	1	b0161	0	0
TU_Yan_30201986_M9_113	180843	182870	+	2028	long	1	b0161	0	0
TU_Yan_30201986_M9_114	183812	185976	-	2165	long	3	b0166,b0165,b0164	0	0
TU_Yan_30201986_M9_115	185083	189553	-	4471	long	3	b0168,b0167,b0166	0	0
TU_Yan_30201986_M9_116	185086	185976	-	891	TTS	1	b0166	0	0
TU_Yan_30201986_M9_117	185450	188783	-	3334	long	1	b0167	0	0
TU_Yan_30201986_M9_118	186193	189532	-	3340	long	1	b0168	0	0
TU_Yan_30201986_M9_119	188683	189553	-	871	TTS	1	b0168	0	0
TU_Yan_30201986_M9_120	189639	191744	+	2106	long	3	b4414,b0169,b0170	0	0
TU_Yan_30201986_M9_121	189712	190800	+	1089	TTS	2	b4414,b0169	0	0
TU_Yan_30201986_M9_122	189712	191745	+	2034	TTS	3	b4414,b0169,b0170	0	0
TU_Yan_30201986_M9_123	189712	193662	+	3951	long	5	b4414,b0169,b0170,b0171,b0172	0	0
TU_Yan_30201986_M9_124	191811	193945	+	2135	long	2	b0171,b0172	0	0
TU_Yan_30201986_M9_125	192616	193491	+	876	TTS	1	b0172	0	0
TU_Yan_30201986_M9_126	192616	196150	+	3535	long	3	b0172,b0173,b0174	0	0
TU_Yan_30201986_M9_127	192813	194846	+	2034	long	2	b0172,b0173	0	0
TU_Yan_30201986_M9_128	194783	198821	+	4039	long	3	b0174,b0175,b0176	0	0
TU_Yan_30201986_M9_129	194839	198175	+	3337	long	3	b0174,b0175,b0176	0	0
TU_Yan_30201986_M9_130	196158	199502	+	3345	long	1	b0176	0	0
TU_Yan_30201986_M9_131	197025	200987	+	3963	long	2	b0177,b0178	0	0
TU_Yan_30201986_M9_132	197299	201534	+	4236	long	2	b0177,b0178	0	0
TU_Yan_30201986_M9_133	199979	202062	+	2084	long	2	b0178,b0179	0	0
TU_Yan_30201986_M9_134	200216	202062	+	1847	long	2	b0178,b0179	0	0
TU_Yan_30201986_M9_135	200398	202062	+	1665	TTS	2	b0178,b0179	0	0
TU_Yan_30201986_M9_136	200398	204536	+	4139	long	5	b0178,b0179,b0180,b0181,b0182	0	0
TU_Yan_30201986_M9_137	201483	205457	+	3975	long	4	b0180,b0181,b0182,b0183	0	0
TU_Yan_30201986_M9_138	201714	205614	+	3901	long	4	b0180,b0181,b0182,b0183	0	0
TU_Yan_30201986_M9_139	202072	203408	+	1337	TTS	2	b0180,b0181	0	0
TU_Yan_30201986_M9_140	202072	205989	+	3918	long	4	b0180,b0181,b0182,b0183	0	0
TU_Yan_30201986_M9_141	202109	204178	+	2070	long	1	b0181	0	0
TU_Yan_30201986_M9_142	202136	204969	+	2834	long	2	b0181,b0182	0	0
TU_Yan_30201986_M9_143	202517	204581	+	2065	long	2	b0181,b0182	0	0
TU_Yan_30201986_M9_144	207633	209619	+	1987	long	1	b0185	0	0
TU_Yan_30201986_M9_145	208275	209454	+	1180	long	0		0	0
TU_Yan_30201986_M9_146	208325	209626	+	1302	long	1	b0185	0	0
TU_Yan_30201986_M9_147	208411	209626	+	1216	long	1	b0185	0	0
TU_Yan_30201986_M9_148	211857	213882	+	2026	long	2	b0187,b0188	0	0
TU_Yan_30201986_M9_149	212305	213883	+	1579	long	1	b0188	0	0
TU_Yan_30201986_M9_150	214269	216329	+	2061	long	3	b0190,b0191,b0192	0	0
TU_Yan_30201986_M9_151	214988	216171	+	1184	long	1	b0192	0	0
TU_Yan_30201986_M9_152	216669	218837	-	2169	long	1	b0194	0	0
TU_Yan_30201986_M9_153	216978	218988	-	2011	long	1	b0194	0	0
TU_Yan_30201986_M9_154	217019	218837	-	1819	TTS	1	b0194	0	0
TU_Yan_30201986_M9_155	217019	220022	-	3004	long	3	b0196,b0195,b0194	0	0
TU_Yan_30201986_M9_156	218798	220072	-	1275	long	2	b0196,b0195	0	0
TU_Yan_30201986_M9_157	220050	221008	-	959	long	1	b0197	0	0
TU_Yan_30201986_M9_158	220052	221008	-	957	TTS	1	b0197	0	0
TU_Yan_30201986_M9_159	220052	221367	-	1316	long	1	b0197	0	0
TU_Yan_30201986_M9_160	220052	222714	-	2663	long	3	b0199,b0198,b0197	0	0
TU_Yan_30201986_M9_161	222805	223655	+	851	TTS	1	b0200	0	0
TU_Yan_30201986_M9_162	222805	225434	+	2630	long	2	b0200,b0201	0	0
TU_Yan_30201986_M9_163	223484	225687	+	2204	long	3	b0201,b0202,b0203	0	0
TU_Yan_30201986_M9_164	223594	225528	+	1935	long	2	b0201,b0202	0	0
TU_Yan_30201986_M9_165	223775	225563	+	1789	long	1	b0202	0	0
TU_Yan_30201986_M9_166	225015	226087	+	1073	long	2	b0202,b0203	0	0
TU_Yan_30201986_M9_167	229133	230072	+	940	long	1	b0207	0	0
TU_Yan_30201986_M9_168	229816	230925	-	1110	long	1	b0208	0	0
TU_Yan_30201986_M9_169	231075	232487	+	1413	long	1	b0209	0	0
TU_Yan_30201986_M9_170	232506	233982	-	1477	long	1	b0211	0	0
TU_Yan_30201986_M9_171	233630	236040	-	2411	long	2	b0214,b0212	0	0
TU_Yan_30201986_M9_172	234784	235879	+	1096	long	1	b0213	0	0
TU_Yan_30201986_M9_173	235991	236985	+	995	long	1	b0215	0	0
TU_Yan_30201986_M9_174	236020	237069	+	1050	long	2	b0215,b0216	0	0
TU_Yan_30201986_M9_175	239118	240216	-	1099	long	1	b0219	0	0
TU_Yan_30201986_M9_176	243511	245637	+	2127	long	2	b0222,b0223	0	0
TU_Yan_30201986_M9_177	244676	245884	-	1209	long	1	b0224	0	0
TU_Yan_30201986_M9_178	244895	246532	-	1638	long	3	b0226,b0225,b0224	0	0
TU_Yan_30201986_M9_179	244969	245884	-	916	TTS	1	b0224	0	0
TU_Yan_30201986_M9_180	250880	252694	+	1815	long	2	b0231,b0232	0	0
TU_Yan_30201986_M9_181	251972	253213	+	1242	long	3	b0232,b0233,b0234	0	0
TU_Yan_30201986_M9_182	253951	255807	-	1857	long	1	b0237	0	0
TU_Yan_30201986_M9_183	254210	255807	-	1598	TTS	1	b0237	0	0
TU_Yan_30201986_M9_184	255917	257906	+	1990	long	2	b0238,b0239	0	0
TU_Yan_30201986_M9_185	256501	259128	+	2628	long	2	b0239,b0240	0	0
TU_Yan_30201986_M9_186	260237	262954	+	2718	long	3	b0242,b0243,b0244	0	0
TU_Yan_30201986_M9_187	260348	263517	+	3170	long	3	b0242,b0243,b0244	0	0
TU_Yan_30201986_M9_188	260366	262424	+	2059	long	1	b0242	0	0
TU_Yan_30201986_M9_189	261443	263013	+	1571	long	2	b0243,b0244	0	0
TU_Yan_30201986_M9_190	268037	269107	-	1071	long	1	b0253	0	0
TU_Yan_30201986_M9_191	275285	277869	+	2585	long	2	b0260,b0261	0	0
TU_Yan_30201986_M9_192	276674	278020	+	1347	long	1	b0261	0	0
TU_Yan_30201986_M9_193	285352	288965	+	3614	long	2	b0270,b0271	0	0
TU_Yan_30201986_M9_194	286309	289190	-	2882	long	1	b0272	0	0
TU_Yan_30201986_M9_195	287944	290340	-	2397	long	2	b0273,b0272	0	0
TU_Yan_30201986_M9_196	289240	290340	-	1101	TTS	1	b0273	0	0
TU_Yan_30201986_M9_197	295006	295620	-	615	long	1	b0280	0	0
TU_Yan_30201986_M9_198	295134	297046	-	1913	long	1	b0280	0	0
TU_Yan_30201986_M9_199	302958	303649	+	692	TTS	1	b0287	0	0
TU_Yan_30201986_M9_200	302958	304606	+	1649	long	1	b0287	0	0
TU_Yan_30201986_M9_201	315277	316482	+	1206	long	3	b0298,ECK120023906,b0299	0	0
TU_Yan_30201986_M9_202	325472	329361	-	3890	long	3	b0313,b0312,b0311	0	0
TU_Yan_30201986_M9_203	329420	331693	+	2274	long	1	b0314	0	0
TU_Yan_30201986_M9_204	354883	357870	+	2988	long	2	b0336,b0337	0	0
TU_Yan_30201986_M9_205	356004	357797	+	1794	long	1	b0337	0	0
TU_Yan_30201986_M9_206	366348	367538	-	1191	long	1	b0345	0	0
TU_Yan_30201986_M9_207	376741	378154	+	1414	long	1	b0354	0	0
TU_Yan_30201986_M9_208	377329	379900	-	2572	long	3	b0357,b0356,b0355	0	0
TU_Yan_30201986_M9_209	381322	383395	+	2074	long	3	b0360,ECK120023917,b0361	0	0
TU_Yan_30201986_M9_210	385205	388739	+	3535	long	4	b0365,b0366,b0367,b0368	0	0
TU_Yan_30201986_M9_211	388622	389753	-	1132	long	1	b0369	0	0
TU_Yan_30201986_M9_212	388659	389775	-	1117	long	1	b0369	0	0
TU_Yan_30201986_M9_213	388690	389753	-	1064	TTS	1	b0369	0	0
TU_Yan_30201986_M9_214	394835	396318	-	1484	long	1	b0376	0	0
TU_Yan_30201986_M9_215	397837	399292	+	1456	long	1	b0378	0	0
TU_Yan_30201986_M9_216	399698	400951	-	1254	long	1	b0381	0	0
TU_Yan_30201986_M9_217	399790	400951	-	1162	TTS	1	b0381	0	0
TU_Yan_30201986_M9_218	401318	403354	+	2037	long	2	b0382,b0383	0	0
TU_Yan_30201986_M9_219	401362	403327	+	1966	long	2	b0382,b0383	0	0
TU_Yan_30201986_M9_220	401706	403652	+	1947	long	2	b0383,b0384	0	0
TU_Yan_30201986_M9_221	404547	405686	-	1140	long	1	b0386	0	0
TU_Yan_30201986_M9_222	405741	407275	+	1535	long	3	b0387,b0388,b0389	0	0
TU_Yan_30201986_M9_223	406277	408433	+	2157	long	3	b0388,b0389,b0390	0	0
TU_Yan_30201986_M9_224	406353	407377	+	1025	long	2	b0388,b0389	0	0
TU_Yan_30201986_M9_225	408146	409091	+	946	long	3	b0391,b0392,b4732	0	0
TU_Yan_30201986_M9_226	408234	410049	-	1816	long	1	b0393	0	0
TU_Yan_30201986_M9_227	409050	410049	-	1000	TTS	1	b0393	0	0
TU_Yan_30201986_M9_228	410119	411352	+	1234	long	1	b0394	0	0
TU_Yan_30201986_M9_229	411167	412527	-	1361	long	1	b0396	0	0
TU_Yan_30201986_M9_230	414756	416976	-	2221	long	1	b0398	0	0
TU_Yan_30201986_M9_231	417102	419237	+	2136	long	2	b0399,b0400	0	0
TU_Yan_30201986_M9_232	419420	422409	+	2990	TTS	2	b0401,b0402	0	0
TU_Yan_30201986_M9_233	419420	422549	+	3130	long	2	b0401,b0402	0	0
TU_Yan_30201986_M9_234	420747	422416	+	1670	long	1	b0402	0	0
TU_Yan_30201986_M9_235	422484	424754	+	2271	long	1	b0403	0	0
TU_Yan_30201986_M9_236	424985	428021	+	3037	long	3	b0405,b0406,b0407	0	0
TU_Yan_30201986_M9_237	426053	429841	+	3789	long	3	b0406,b0407,b0408	0	0
TU_Yan_30201986_M9_238	426756	429925	+	3170	long	2	b0407,b0408	0	0
TU_Yan_30201986_M9_239	426776	429988	+	3213	long	2	b0407,b0408	0	0
TU_Yan_30201986_M9_240	427204	427788	+	585	TTS	1	b0407	0	0
TU_Yan_30201986_M9_241	427204	430889	+	3686	long	3	b0407,b0408,b0409	0	0
TU_Yan_30201986_M9_242	430575	431790	+	1216	long	1	b0410	0	0
TU_Yan_30201986_M9_243	430844	432090	-	1247	long	1	b0411	0	0
TU_Yan_30201986_M9_244	430851	432185	-	1335	long	1	b0411	0	0
TU_Yan_30201986_M9_245	432976	436888	+	3913	long	5	b0413,b0414,b0415,b0416,b0417	0	0
TU_Yan_30201986_M9_246	434614	436839	+	2226	long	3	b0415,b0416,b0417	0	0
TU_Yan_30201986_M9_247	436580	437413	+	834	long	1	b0418	0	0
TU_Yan_30201986_M9_248	436920	438284	-	1365	long	1	b0419	0	0
TU_Yan_30201986_M9_249	437627	441373	-	3747	long	3	b0422,b0421,b0420	0	0
TU_Yan_30201986_M9_250	438177	441545	-	3369	long	3	b0422,b0421,b0420	0	0
TU_Yan_30201986_M9_251	441469	443046	+	1578	long	1	b0423	0	0
TU_Yan_30201986_M9_252	442549	444560	-	2012	long	2	b0425,b0424	0	0
TU_Yan_30201986_M9_253	444602	445527	+	926	long	1	b0426	0	0
TU_Yan_30201986_M9_254	444657	445326	+	670	TTS	1	b0426	0	0
TU_Yan_30201986_M9_255	444657	445571	+	915	long	1	b0426	0	0
TU_Yan_30201986_M9_256	447118	451653	-	4536	long	4	b0432,b0431,b0430,b0429	0	0
TU_Yan_30201986_M9_257	451847	454209	-	2363	long	3	b0434,ECK125289058,b0433	0	0
TU_Yan_30201986_M9_258	454833	456495	+	1663	TTS	1	b0436	0	0
TU_Yan_30201986_M9_259	454833	458751	+	3919	long	3	b0436,b0437,b0438	0	0
TU_Yan_30201986_M9_260	454996	456496	+	1501	TTS	1	b0436	0	0
TU_Yan_30201986_M9_261	454996	458758	+	3763	long	3	b0436,b0437,b0438	0	0
TU_Yan_30201986_M9_262	456554	458765	+	2212	long	2	b0437,b0438	0	0
TU_Yan_30201986_M9_263	456576	458759	+	2184	TTS	2	b0437,b0438	0	0
TU_Yan_30201986_M9_264	456576	460470	+	3895	long	2	b0437,b0438	0	0
TU_Yan_30201986_M9_265	456604	458758	+	2155	TTS	2	b0437,b0438	0	0
TU_Yan_30201986_M9_266	456604	460184	+	3581	long	2	b0437,b0438	0	0
TU_Yan_30201986_M9_267	456642	458758	+	2117	TTS	2	b0437,b0438	0	0
TU_Yan_30201986_M9_268	456642	460301	+	3660	long	2	b0437,b0438	0	0
TU_Yan_30201986_M9_269	457201	460642	+	3442	long	1	b0438	0	0
TU_Yan_30201986_M9_270	458724	461784	+	3061	long	2	b0439,b0440	0	0
TU_Yan_30201986_M9_271	458779	461889	+	3111	long	2	b0439,b0440	0	0
TU_Yan_30201986_M9_272	458812	462007	+	3196	long	2	b0439,b0440	0	0
TU_Yan_30201986_M9_273	461331	461784	+	454	TTS	1	b0440	0	0
TU_Yan_30201986_M9_274	461331	463856	+	2526	long	2	b0440,b0441	0	0
TU_Yan_30201986_M9_275	461394	463856	+	2463	long	2	b0440,b0441	0	0
TU_Yan_30201986_M9_276	461852	463858	+	2007	TTS	1	b0441	0	0
TU_Yan_30201986_M9_277	461852	464971	+	3120	long	3	b0441,b0442,b0443	0	0
TU_Yan_30201986_M9_278	464761	465572	-	812	long	1	b0444	0	0
TU_Yan_30201986_M9_279	464807	465572	-	766	TTS	1	b0444	0	0
TU_Yan_30201986_M9_280	467382	468356	+	975	long	1	b0446	0	0
TU_Yan_30201986_M9_281	468356	471293	+	2938	long	2	b0447,b0448	0	0
TU_Yan_30201986_M9_282	474027	475201	-	1175	long	1	b0452	0	0
TU_Yan_30201986_M9_283	479178	480424	-	1247	long	2	b0460,b0459	0	0
TU_Yan_30201986_M9_284	479607	480795	-	1189	long	2	b0461,b0460	0	0
TU_Yan_30201986_M9_285	481212	485698	-	4487	long	2	b0463,b0462	0	0
TU_Yan_30201986_M9_286	481547	485840	-	4294	long	1	b0463	0	0
TU_Yan_30201986_M9_287	482065	485979	-	3915	long	1	b0463	0	0
TU_Yan_30201986_M9_288	486488	490104	+	3617	long	1	b0465	0	0
TU_Yan_30201986_M9_289	490858	493947	+	3090	long	2	b0468,b0469	0	0
TU_Yan_30201986_M9_290	491310	494528	+	3219	long	3	b0469,b0470,b0471	0	0
TU_Yan_30201986_M9_291	492054	495072	+	3019	long	3	b0470,b0471,b0472	0	0
TU_Yan_30201986_M9_292	493875	495254	+	1380	long	2	b0471,b0472	0	0
TU_Yan_30201986_M9_293	493964	495914	+	1951	long	2	b0471,b0472	0	0
TU_Yan_30201986_M9_294	495075	497033	+	1959	TTS	1	b0473	0	0
TU_Yan_30201986_M9_295	495075	497287	+	2213	long	2	b0473,ECK125203396	0	0
TU_Yan_30201986_M9_296	497132	497938	+	807	TTS	1	b0474	0	0
TU_Yan_30201986_M9_297	497132	498058	+	927	long	1	b0474	0	0
TU_Yan_30201986_M9_298	498030	499293	+	1264	long	1	b0475	0	0
TU_Yan_30201986_M9_299	500098	501642	+	1545	long	1	b0477	0	0
TU_Yan_30201986_M9_300	501271	503295	-	2025	long	1	b0478	0	0
TU_Yan_30201986_M9_301	503333	504754	-	1422	long	1	b0479	0	0
TU_Yan_30201986_M9_302	504882	507097	+	2216	long	1	b0480	0	0
TU_Yan_30201986_M9_303	506402	507111	-	710	long	1	b0481	0	0
TU_Yan_30201986_M9_304	507142	508097	-	956	long	1	b0482	0	0
TU_Yan_30201986_M9_305	508211	511411	-	3201	long	1	b0484	0	0
TU_Yan_30201986_M9_306	513953	516061	+	2109	long	1	b0487	0	0
TU_Yan_30201986_M9_307	514061	515825	-	1765	long	2	b0489,b0488	0	0
TU_Yan_30201986_M9_308	515891	517510	+	1620	long	2	b0490,b0491	0	0
TU_Yan_30201986_M9_309	517150	518306	-	1157	long	1	b0492	0	0
TU_Yan_30201986_M9_310	517235	519797	-	2563	long	3	b0494,b0493,b0492	0	0
TU_Yan_30201986_M9_311	517358	519327	-	1970	long	2	b0493,b0492	0	0
TU_Yan_30201986_M9_312	519163	522873	+	3711	long	2	b0495,b0496	0	0
TU_Yan_30201986_M9_313	519387	521352	+	1966	long	1	b0495	0	0
TU_Yan_30201986_M9_314	529421	531253	-	1833	long	2	b0503,b0502	0	0
TU_Yan_30201986_M9_315	532964	533861	+	898	TTS	1	b0506	0	0
TU_Yan_30201986_M9_316	532964	535037	+	2074	long	1	b0506	0	0
TU_Yan_30201986_M9_317	532982	533861	+	880	TTS	1	b0506	0	0
TU_Yan_30201986_M9_318	532982	533882	+	901	long	1	b0506	0	0
TU_Yan_30201986_M9_319	550988	553141	-	2154	long	2	b0523,b0522	0	0
TU_Yan_30201986_M9_320	551156	554490	-	3335	long	4	b0525,b0524,b0523,b0522	0	0
TU_Yan_30201986_M9_321	552714	554558	-	1845	long	2	b0525,b0524	0	0
TU_Yan_30201986_M9_322	553872	554490	-	619	TTS	1	b0525	0	0
TU_Yan_30201986_M9_323	554576	556036	+	1461	TTS	1	b0526	0	0
TU_Yan_30201986_M9_324	554576	556658	+	2083	long	1	b0526	0	0
TU_Yan_30201986_M9_325	556522	557781	-	1260	long	2	b0529,b0528	0	0
TU_Yan_30201986_M9_326	556625	557781	-	1157	TTS	2	b0529,b0528	0	0
TU_Yan_30201986_M9_327	564568	566013	-	1446	long	1	b0537	0	0
TU_Yan_30201986_M9_328	566828	568707	+	1880	long	4	b0540,ECK120023909,b0541,b0543	0	0
TU_Yan_30201986_M9_329	574363	576870	-	2508	long	2	b0552,b0553	0	0
