id	start	stop	strand
TTS_Yan_30201986_Rich_128	1348940	1348940	-
TTS_Yan_30201986_Rich_129	1351121	1351121	-
TTS_Yan_30201986_Rich_130	1388301	1388301	+
TTS_Yan_30201986_Rich_131	1388844	1388844	-
TTS_Yan_30201986_Rich_132	1398659	1398659	-
TTS_Yan_30201986_Rich_133	1399552	1399552	-
TTS_Yan_30201986_Rich_134	1440845	1440845	-
TTS_Yan_30201986_Rich_135	1498551	1498551	+
TTS_Yan_30201986_Rich_136	1524476	1524476	+
TTS_Yan_30201986_Rich_137	1555739	1555739	-
TTS_Yan_30201986_Rich_138	1627404	1627404	-
TTS_Yan_30201986_Rich_139	1628294	1628294	+
TTS_Yan_30201986_Rich_140	1678014	1678014	-
TTS_Yan_30201986_Rich_141	1679414	1679414	+
TTS_Yan_30201986_Rich_142	1684218	1684218	+
TTS_Yan_30201986_Rich_143	1717286	1717286	-
TTS_Yan_30201986_Rich_144	1718034	1718034	-
TTS_Yan_30201986_Rich_145	1720384	1720384	+
TTS_Yan_30201986_Rich_146	1736114	1736114	+
TTS_Yan_30201986_Rich_147	1738908	1738908	+
TTS_Yan_30201986_Rich_148	1787161	1787161	-
TTS_Yan_30201986_Rich_149	1800819	1800819	-
TTS_Yan_30201986_Rich_150	1801346	1801346	-
TTS_Yan_30201986_Rich_151	1802732	1802732	-
TTS_Yan_30201986_Rich_152	1806170	1806170	-
TTS_Yan_30201986_Rich_153	1812373	1812373	+
TTS_Yan_30201986_Rich_154	1833273	1833273	+
TTS_Yan_30201986_Rich_155	1840816	1840816	+
TTS_Yan_30201986_Rich_156	1848030	1848030	-
TTS_Yan_30201986_Rich_157	1850734	1850734	+
TTS_Yan_30201986_Rich_158	1852572	1852572	+
TTS_Yan_30201986_Rich_159	1863817	1863817	+
TTS_Yan_30201986_Rich_160	1863818	1863818	+
TTS_Yan_30201986_Rich_161	1866502	1866502	-
TTS_Yan_30201986_Rich_162	1891294	1891294	-
TTS_Yan_30201986_Rich_163	1898335	1898335	+
TTS_Yan_30201986_Rich_164	1904785	1904785	+
TTS_Yan_30201986_Rich_165	1907083	1907083	-
TTS_Yan_30201986_Rich_166	1907617	1907617	-
TTS_Yan_30201986_Rich_167	1925000	1925000	-
TTS_Yan_30201986_Rich_168	1928865	1928865	-
TTS_Yan_30201986_Rich_169	1936374	1936374	-
TTS_Yan_30201986_Rich_170	1939223	1939223	+
TTS_Yan_30201986_Rich_171	1950616	1950616	-
TTS_Yan_30201986_Rich_172	1950702	1950702	-
TTS_Yan_30201986_Rich_173	1954572	1954572	+
TTS_Yan_30201986_Rich_174	1954687	1954687	+
TTS_Yan_30201986_Rich_175	1961848	1961848	+
TTS_Yan_30201986_Rich_176	2000410	2000410	-
TTS_Yan_30201986_Rich_177	2008114	2008114	-
TTS_Yan_30201986_Rich_178	2009748	2009748	+
TTS_Yan_30201986_Rich_179	2074708	2074708	+
TTS_Yan_30201986_Rich_180	2085552	2085552	-
TTS_Yan_30201986_Rich_181	2087260	2087260	-
TTS_Yan_30201986_Rich_182	2098331	2098331	-
TTS_Yan_30201986_Rich_183	2101324	2101324	-
TTS_Yan_30201986_Rich_184	2114351	2114351	-
TTS_Yan_30201986_Rich_185	2167196	2167196	+
TTS_Yan_30201986_Rich_186	2194200	2194200	-
TTS_Yan_30201986_Rich_187	2196370	2196370	+
TTS_Yan_30201986_Rich_188	2222041	2222041	-
TTS_Yan_30201986_Rich_189	2243797	2243797	-
TTS_Yan_30201986_Rich_190	2246931	2246931	-
TTS_Yan_30201986_Rich_191	2248560	2248560	-
TTS_Yan_30201986_Rich_192	2252832	2252832	+
TTS_Yan_30201986_Rich_193	2266068	2266068	+
TTS_Yan_30201986_Rich_194	2270620	2270620	+
TTS_Yan_30201986_Rich_195	2312828	2312828	-
TTS_Yan_30201986_Rich_196	2339456	2339456	-
TTS_Yan_30201986_Rich_197	2352451	2352451	-
TTS_Yan_30201986_Rich_198	2363655	2363655	-
TTS_Yan_30201986_Rich_199	2418635	2418635	+
TTS_Yan_30201986_Rich_200	2419808	2419808	-
TTS_Yan_30201986_Rich_201	2430799	2430799	-
TTS_Yan_30201986_Rich_202	2433972	2433972	-
TTS_Yan_30201986_Rich_203	2434014	2434014	-
TTS_Yan_30201986_Rich_204	2437883	2437883	-
TTS_Yan_30201986_Rich_205	2441641	2441641	-
TTS_Yan_30201986_Rich_206	2462694	2462694	+
TTS_Yan_30201986_Rich_207	2509462	2509462	-
TTS_Yan_30201986_Rich_208	2520730	2520730	-
TTS_Yan_30201986_Rich_209	2532288	2532288	+
TTS_Yan_30201986_Rich_210	2533432	2533432	+
TTS_Yan_30201986_Rich_211	2536387	2536387	+
TTS_Yan_30201986_Rich_212	2544664	2544664	-
TTS_Yan_30201986_Rich_213	2578443	2578443	-
TTS_Yan_30201986_Rich_214	2578531	2578531	-
TTS_Yan_30201986_Rich_215	2599784	2599784	-
TTS_Yan_30201986_Rich_216	2600994	2600994	+
TTS_Yan_30201986_Rich_217	2620909	2620909	-
TTS_Yan_30201986_Rich_218	2622915	2622915	+
TTS_Yan_30201986_Rich_219	2664280	2664280	+
TTS_Yan_30201986_Rich_220	2685571	2685571	-
TTS_Yan_30201986_Rich_221	2707209	2707209	-
TTS_Yan_30201986_Rich_222	2716521	2716521	-
TTS_Yan_30201986_Rich_223	2718554	2718554	-
TTS_Yan_30201986_Rich_224	2724111	2724111	+
TTS_Yan_30201986_Rich_225	2736065	2736065	-
TTS_Yan_30201986_Rich_226	2736930	2736930	+
TTS_Yan_30201986_Rich_227	2746196	2746196	-
TTS_Yan_30201986_Rich_228	2746254	2746254	-
TTS_Yan_30201986_Rich_229	2750746	2750746	-
TTS_Yan_30201986_Rich_230	2754748	2754748	-
TTS_Yan_30201986_Rich_231	2755438	2755438	+
TTS_Yan_30201986_Rich_232	2767222	2767222	+
TTS_Yan_30201986_Rich_233	2798537	2798537	-
TTS_Yan_30201986_Rich_234	2799651	2799651	+
TTS_Yan_30201986_Rich_235	2817528	2817528	-
TTS_Yan_30201986_Rich_236	2822090	2822090	-
TTS_Yan_30201986_Rich_237	2823818	2823818	-
TTS_Yan_30201986_Rich_238	2824373	2824373	-
TTS_Yan_30201986_Rich_239	2854325	2854325	+
TTS_Yan_30201986_Rich_240	2859753	2859753	+
TTS_Yan_30201986_Rich_241	2868117	2868117	-
TTS_Yan_30201986_Rich_242	2876370	2876370	-
TTS_Yan_30201986_Rich_243	2909713	2909713	-
TTS_Yan_30201986_Rich_244	2926398	2926398	+
TTS_Yan_30201986_Rich_245	2926527	2926527	+
TTS_Yan_30201986_Rich_246	2942901	2942901	+
TTS_Yan_30201986_Rich_247	2966116	2966116	-
TTS_Yan_30201986_Rich_248	3036324	3036324	-
TTS_Yan_30201986_Rich_249	3042475	3042475	+
TTS_Yan_30201986_Rich_250	3045143	3045143	+
TTS_Yan_30201986_Rich_251	3059353	3059353	-
TTS_Yan_30201986_Rich_252	3069871	3069871	-
TTS_Yan_30201986_Rich_253	3072857	3072857	-
TTS_Yan_30201986_Rich_254	3081714	3081714	-
TTS_Yan_30201986_Rich_255	3082839	3082839	+
TTS_Yan_30201986_Rich_256	3087907	3087907	+
TTS_Yan_30201986_Rich_257	3098536	3098536	+
TTS_Yan_30201986_Rich_258	3102886	3102886	-
TTS_Yan_30201986_Rich_259	3138610	3138610	-
TTS_Yan_30201986_Rich_260	3149495	3149495	-
TTS_Yan_30201986_Rich_261	3166021	3166021	-
TTS_Yan_30201986_Rich_262	3173496	3173496	+
TTS_Yan_30201986_Rich_263	3175645	3175645	-
TTS_Yan_30201986_Rich_264	3179625	3179625	+
TTS_Yan_30201986_Rich_265	3181618	3181618	+
TTS_Yan_30201986_Rich_266	3196780	3196780	-
TTS_Yan_30201986_Rich_267	3211075	3211075	+
TTS_Yan_30201986_Rich_268	3254242	3254242	-
TTS_Yan_30201986_Rich_269	3295543	3295543	+
TTS_Yan_30201986_Rich_270	3301301	3301301	-
TTS_Yan_30201986_Rich_271	3303449	3303449	+
TTS_Yan_30201986_Rich_272	3320017	3320017	+
TTS_Yan_30201986_Rich_273	3324325	3324325	-
TTS_Yan_30201986_Rich_274	3326978	3326978	-
TTS_Yan_30201986_Rich_275	3328197	3328197	+
TTS_Yan_30201986_Rich_276	3328861	3328861	-
TTS_Yan_30201986_Rich_277	3333515	3333515	-
TTS_Yan_30201986_Rich_278	3336832	3336832	-
TTS_Yan_30201986_Rich_279	3377565	3377565	-
TTS_Yan_30201986_Rich_280	3378803	3378803	-
TTS_Yan_30201986_Rich_281	3384472	3384472	-
TTS_Yan_30201986_Rich_282	3385202	3385202	+
TTS_Yan_30201986_Rich_283	3407308	3407308	+
TTS_Yan_30201986_Rich_284	3410045	3410045	+
TTS_Yan_30201986_Rich_285	3435199	3435199	+
TTS_Yan_30201986_Rich_286	3442562	3442562	-
TTS_Yan_30201986_Rich_287	3453441	3453441	-
TTS_Yan_30201986_Rich_288	3471583	3471583	-
TTS_Yan_30201986_Rich_289	3471724	3471724	-
TTS_Yan_30201986_Rich_290	3474617	3474617	-
TTS_Yan_30201986_Rich_291	3478525	3478525	-
TTS_Yan_30201986_Rich_292	3478558	3478558	-
TTS_Yan_30201986_Rich_293	3486794	3486794	+
TTS_Yan_30201986_Rich_294	3492335	3492335	-
TTS_Yan_30201986_Rich_295	3530690	3530690	+
TTS_Yan_30201986_Rich_296	3534516	3534516	+
TTS_Yan_30201986_Rich_297	3536619	3536619	-
TTS_Yan_30201986_Rich_298	3539833	3539833	+
TTS_Yan_30201986_Rich_299	3546255	3546255	+
TTS_Yan_30201986_Rich_300	3578753	3578753	-
TTS_Yan_30201986_Rich_301	3600847	3600847	-
TTS_Yan_30201986_Rich_302	3604315	3604315	-
TTS_Yan_30201986_Rich_303	3608685	3608685	+
TTS_Yan_30201986_Rich_304	3610564	3610564	+
TTS_Yan_30201986_Rich_305	3639360	3639360	+
TTS_Yan_30201986_Rich_306	3640595	3640595	+
TTS_Yan_30201986_Rich_307	3645238	3645238	-
TTS_Yan_30201986_Rich_308	3720316	3720316	+
TTS_Yan_30201986_Rich_309	3725354	3725354	-
TTS_Yan_30201986_Rich_310	3774365	3774365	+
TTS_Yan_30201986_Rich_311	3785054	3785054	-
TTS_Yan_30201986_Rich_312	3786916	3786916	+
TTS_Yan_30201986_Rich_313	3792577	3792577	-
TTS_Yan_30201986_Rich_314	3808236	3808236	-
TTS_Yan_30201986_Rich_315	3811811	3811811	-
TTS_Yan_30201986_Rich_316	3811995	3811995	-
TTS_Yan_30201986_Rich_317	3815123	3815123	+
TTS_Yan_30201986_Rich_318	3816577	3816577	-
TTS_Yan_30201986_Rich_319	3817606	3817606	+
TTS_Yan_30201986_Rich_320	3880151	3880151	-
TTS_Yan_30201986_Rich_321	3886772	3886772	+
TTS_Yan_30201986_Rich_322	3915324	3915324	-
TTS_Yan_30201986_Rich_323	3933222	3933222	+
TTS_Yan_30201986_Rich_324	3967722	3967722	+
TTS_Yan_30201986_Rich_325	4005841	4005841	+
TTS_Yan_30201986_Rich_326	4017234	4017234	+
TTS_Yan_30201986_Rich_327	4023541	4023541	+
TTS_Yan_30201986_Rich_328	4050006	4050006	+
TTS_Yan_30201986_Rich_329	4050793	4050793	-
TTS_Yan_30201986_Rich_330	4058106	4058106	-
TTS_Yan_30201986_Rich_331	4058220	4058220	-
TTS_Yan_30201986_Rich_332	4060280	4060280	+
TTS_Yan_30201986_Rich_333	4081361	4081361	-
TTS_Yan_30201986_Rich_334	4081569	4081569	-
TTS_Yan_30201986_Rich_335	4101513	4101513	+
TTS_Yan_30201986_Rich_336	4115603	4115603	-
TTS_Yan_30201986_Rich_337	4118161	4118161	-
TTS_Yan_30201986_Rich_338	4122348	4122348	-
TTS_Yan_30201986_Rich_339	4136061	4136061	+
TTS_Yan_30201986_Rich_340	4153187	4153187	-
TTS_Yan_30201986_Rich_341	4166543	4166543	+
TTS_Yan_30201986_Rich_342	4174072	4174072	+
TTS_Yan_30201986_Rich_343	4175107	4175107	-
TTS_Yan_30201986_Rich_344	4177187	4177187	+
TTS_Yan_30201986_Rich_345	4180996	4180996	+
TTS_Yan_30201986_Rich_346	4180997	4180997	+
TTS_Yan_30201986_Rich_347	4200605	4200605	+
TTS_Yan_30201986_Rich_348	4227570	4227570	+
TTS_Yan_30201986_Rich_349	4235597	4235597	+
TTS_Yan_30201986_Rich_350	4256635	4256635	-
TTS_Yan_30201986_Rich_351	4257766	4257766	+
TTS_Yan_30201986_Rich_352	4273933	4273933	-
TTS_Yan_30201986_Rich_353	4274757	4274757	+
TTS_Yan_30201986_Rich_354	4279876	4279876	+
TTS_Yan_30201986_Rich_355	4281711	4281711	+
TTS_Yan_30201986_Rich_356	4354805	4354805	-
TTS_Yan_30201986_Rich_357	4365391	4365391	-
TTS_Yan_30201986_Rich_358	4368431	4368431	-
TTS_Yan_30201986_Rich_359	4372730	4372730	+
TTS_Yan_30201986_Rich_360	4376301	4376301	+
TTS_Yan_30201986_Rich_361	4391544	4391544	-
TTS_Yan_30201986_Rich_362	4406078	4406078	+
TTS_Yan_30201986_Rich_363	4426608	4426608	+
TTS_Yan_30201986_Rich_364	4429595	4429595	+
TTS_Yan_30201986_Rich_365	4436629	4436629	-
TTS_Yan_30201986_Rich_366	4449686	4449686	-
TTS_Yan_30201986_Rich_367	4459900	4459900	+
TTS_Yan_30201986_Rich_368	4466210	4466210	-
TTS_Yan_30201986_Rich_369	4470519	4470519	+
TTS_Yan_30201986_Rich_370	4483927	4483927	-
TTS_Yan_30201986_Rich_371	4516707	4516707	-
TTS_Yan_30201986_Rich_372	4543710	4543710	+
TTS_Yan_30201986_Rich_373	4587902	4587902	+
TTS_Yan_30201986_Rich_374	4611041	4611041	+
TTS_Yan_30201986_Rich_375	4614644	4614644	+
TTS_Yan_30201986_Rich_376	4621667	4621667	+
TTS_Yan_30201986_Rich_377	4630563	4630563	-
TTS_Yan_30201986_Rich_378	4635353	4635353	-
TTS_Yan_30201986_Rich_379	4640508	4640508	-
TTS_Yan_30201986_Rich_380	4640596	4640596	-
